uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8298484587,eng,False,2024-08-30,05:23:23,2024-08-30T05:23:23Z,2024-08-30T05:22:08Z,news,0.7451,https://hindustannewshub.com/world-news/trump-knocked-on-the-door-of-the-federal-court-know-the-matter-hindustan-news-hub/,"Trump knocked on the door of the federal court, know the matter - Hindustan News Hub - hindustannewshub.com",New York: Former US President Donald Trump has requested a federal court to intervene in a criminal case related to paying a 'porn star' to keep quiet. Trump has made this request to the court so that ...,[],https://resize.indiatv.in/resize/newbucket/1200_-/2024/08/donald-trump-1724992694.jpg,eng-9860016,-0.5137,462691403,1,hindustannewshub.com,news,hindustannewshub.com,2024-08-30
8298484338,eng,False,2024-08-30,05:22:22,2024-08-30T05:22:22Z,2024-08-30T05:21:52Z,news,0.851,https://www.newindianexpress.com/world/2024/Aug/30/trump-asks-federal-court-to-intervene-in-hush-money-case-in-bid-to-toss-conviction-delay-sentencing-3,"Trump asks federal court to intervene in hush money case in bid to toss conviction, delay sentencing","NEW YORK: Former President Donald Trump asked a federal court late Thursday to intervene in his New York hush money criminal case, seeking a pathway to overturn his felony conviction and indefinitely ...","{'uri': ['associated_press@newindianexpress.com'], 'name': ['Associated Press'], 'type': ['author'], 'isAgency': [True]}",https://media.assettype.com/newindianexpress%2F2024-08-30%2F250jqv5l%2FAP24242804146431.jpg?rect=0%2C0%2C4882%2C2563&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,eng-9860016,-0.3098,462691342,1,newindianexpress.com,news,The New Indian Express,2024-08-30
8298479314,eng,False,2024-08-30,05:16:47,2024-08-30T05:16:47Z,2024-08-30T05:16:33Z,news,0.651,https://www.ntd.com/lawmakers-weigh-in-on-price-gouging-after-kroger-court-hearing_1013873.html,Lawmakers Weigh in on Price Gouging After Kroger Court Hearing,"Exterior of the Kroger grocery store in Novi, Mich., on Jan. 23, 2021. (Ed Pevos/Ann Arbor News via AP)

Price gouging has reemerged as an issue in the 2024 presidential election after the topic was ...",[],https://i.ntd.com/assets/uploads/2022/10/Kroger-grocery-store-1200x630.jpg,eng-9852760,0.0118,462691007,1,ntd.com,news,NTD,2024-08-30
8298478339,eng,False,2024-08-30,05:16:19,2024-08-30T05:16:19Z,2024-08-30T05:15:57Z,news,0.898,https://www.mid-day.com/news/world-news/article/donald-trump-asks-federal-court-to-intervene-in-hush-money-case-in-bid-to-toss-conviction-delay-sentencing-23383358,"Donald Trump asks federal court to intervene in hush money case in bid to toss conviction, delay sentencing","A federal judge rejected Trump's previous attempt last year to move the case to federal court, clearing the way for Trump's historic trial in state court

Donald Trump asked a federal court late ...",[],https://images.mid-day.com/images/images/2024/aug/Trump-ii_d.jpg,eng-9860016,-0.4353,462690979,1,mid-day.com,news,mid-day,2024-08-30
8298477416,eng,True,2024-08-30,05:15:30,2024-08-30T05:15:30Z,2024-08-30T05:15:13Z,news,0.0,https://www.dtnext.in/news/world/trump-asks-federal-court-to-intervene-in-hush-money-case-in-bid-to-toss-conviction-delay-sentencing-801668,"Trump asks federal court to intervene in hush money case in bid to toss conviction, delay sentencing","NEW YORK: Donald Trump asked a federal court late Thursday to intervene in his New York hush money criminal case, seeking a pathway to overturn his felony conviction and indefinitely delay his ...","{'uri': ['associated_press@dtnext.in'], 'name': ['Associated Press'], 'type': ['author'], 'isAgency': [False]}",https://dtnext-prod.s3.ap-south-1.amazonaws.com/h-upload/2024/07/21/834822-trump.webp,,-0.3176,462690930,1,dtnext.in,news,dtNext.in,2024-08-30
8298469099,eng,True,2024-08-30,05:07:35,2024-08-30T05:07:35Z,2024-08-30T05:07:18Z,news,0.0,https://mainichi.jp/english/articles/20240830/p2g/00m/0in/034000c,"Trump asks federal court to intervene in hush money case in bid to toss conviction, delay sentencing","NEW YORK (AP) -- Former President Donald Trump asked a federal court late Thursday to intervene in his New York hush money criminal case, seeking a pathway to overturn his felony conviction and ...",[],https://cdn.mainichi.jp/vol1/2024/08/30/20240830p2g00m0in033000p/0c10.jpg?1,,-0.3098,462690455,1,mainichi.jp,news,毎日新聞,2024-08-30
2024-08-470213084,eng,True,2024-08-30,04:58:41,2024-08-30T04:58:41Z,2024-08-30T04:51:04Z,news,0.0,https://www.miamiherald.com/news/nation-world/national/article291698005.html,"With sentencing looming, Trump again asks federal court to take up hush-money case","Aug. 30 (UPI) --Donald Trump late Thursday filed a petition again asking for his New York state criminal case to be moved to federal court, as he seeks to delay sentencing and overturn his ...","{'uri': ['darryl_coote@miamiherald.com'], 'name': ['Darryl Coote'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/n0zx8e/picture291697980/alternates/LANDSCAPE_1140/51b6d6d2-4cb9-4857-b111-e4a82b665c0e,,-0.1686,462689921,1,miamiherald.com,news,Miami Herald,2024-08-30
8298456354,eng,True,2024-08-30,04:56:40,2024-08-30T04:56:40Z,2024-08-30T04:56:24Z,news,0.0,https://www.siasat.com/us-election-boring-rambled-incoherently-trump-on-kamala-3087245/,"US election: 'Boring, rambled incoherently', Trump on Kamala",New Delhi: Republican presidential candidate and former US President Donald Trump on Friday slammed his rival Kamala Harris over her first major interview since her entry into the election after Joe ...,[],https://cdn.siasat.com/wp-content/uploads/2024/08/Untitled-design-2024-08-04T132009.187.jpg,,-0.0196,462689800,1,siasat.com,news,The Siasat Daily,2024-08-30
2024-08-470212180,eng,True,2024-08-30,04:56:33,2024-08-30T04:56:33Z,2024-08-30T04:51:04Z,news,0.0,https://www.idahostatesman.com/news/nation-world/national/article291698005.html,"With sentencing looming, Trump again asks federal court to take up hush-money case","Aug. 30 (UPI) --Donald Trump late Thursday filed a petition again asking for his New York state criminal case to be moved to federal court, as he seeks to delay sentencing and overturn his ...","{'uri': ['darryl_coote@idahostatesman.com'], 'name': ['Darryl Coote'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/n0zx8e/picture291697980/alternates/LANDSCAPE_1140/51b6d6d2-4cb9-4857-b111-e4a82b665c0e,,-0.1686,462689793,1,idahostatesman.com,news,Idaho Statesman,2024-08-30
2024-08-470212120,eng,True,2024-08-30,04:56:19,2024-08-30T04:56:19Z,2024-08-30T04:51:04Z,news,0.0,https://www.star-telegram.com/news/nation-world/national/article291698005.html,"With sentencing looming, Trump again asks federal court to take up hush-money case","Aug. 30 (UPI) --Donald Trump late Thursday filed a petition again asking for his New York state criminal case to be moved to federal court, as he seeks to delay sentencing and overturn his ...","{'uri': ['darryl_coote@star-telegram.com'], 'name': ['Darryl Coote'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/n0zx8e/picture291697980/alternates/LANDSCAPE_1140/51b6d6d2-4cb9-4857-b111-e4a82b665c0e,,-0.1686,462689779,1,star-telegram.com,news,Fort Worth Star-Telegram,2024-08-30
