uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8277847970,eng,False,2024-08-16,16:12:54,2024-08-16T16:12:54Z,2024-08-16T16:12:12Z,news,0.0,https://gvwire.com/2024/08/16/the-polls-have-shifted-toward-harris-is-it-real-or-something-else/,"The Polls Have Shifted Toward Harris. Is It Real, or Something Else?","Last week's New York Times/Siena College polls showing Vice President Kamala Harris leading in three swing states led some Republicans and Democrats to ask the same question: Is this real?

At the ...",[],https://gvwire.s3.us-west-1.amazonaws.com/wp-content/uploads/2024/08/16085630/Political-signs-supporting-Joe-Biden-and-Donald-Trump-on-a-lawn-in-Dickson-City-Pa.-on-Sept.-25-2020.-Last-weeks-New-York-TimesSiena-College-polls-showing-Vice-President-Kamala-Harris-leading-.jpg,0.1608,461520774,1,gvwire.com,news,GV Wire,,2016
8277843765,eng,False,2024-08-16,16:09:42,2024-08-16T16:09:42Z,2024-08-16T16:09:01Z,news,0.0,http://www.tribune242.com/news/2024/aug/16/focus-on-trumps-policies/,Focus on Trump's policies,THE name Donald J Trump typically evokes a very strong reaction from many Bahamians who harbour a strong dislike for the Republican Party and its current leader. This was evident with this writer when ...,[],,0.051,461520582,1,tribune242.com,news,Tribune242,,2016
8277745643,eng,False,2024-08-16,14:54:37,2024-08-16T14:54:37Z,2024-08-16T14:54:01Z,news,0.4824,https://coinpedia.org/research-report/trump-vs-harris-who-will-dominate-the-crypto-scene-in-us-election-2024/,Trump vs. Harris: Who Will Dominate the Crypto Scene in US Election 2024?,"Vignesh is a young journalist with a decade of experience. A proud alumnus of IIJNM, Bengaluru, he spent six years as a Sub-Editor for a leading business magazine, published from Kerala. His interest ...","{'uri': ['vignesh_s_g@coinpedia.org'], 'name': ['Vignesh S G'], 'type': ['author'], 'isAgency': [False]}",http://image.coinpedia.org/wp-content/uploads/2024/08/03141455/US-Election-2024-Donald-Trump-and-Kamala-Harris-to-Debate-This-September-1.webp,0.2,461516077,1,coinpedia.org,news,Coinpedia - Fintech & Cryptocurreny News Media| Crypto Guide,eng-9820774,2016
8277665529,eng,True,2024-08-16,13:56:43,2024-08-16T13:56:43Z,2024-08-16T13:55:51Z,news,0.0,https://ncnewsline.com/briefs/mark-your-calendar-vp-candidates-walz-and-vance-to-debate-oct-1/,Mark your calendar: VP candidates Walz and Vance to debate Oct. 1 * NC Newsline,"WASHINGTON -- Ohio Republican Sen. J.D. Vance Thursday agreed to an Oct. 1 vice presidential debate against Minnesota Democratic Gov. Tim Walz on CBS News.

Walz agreed to the October debate ...","{'uri': ['ariana_figueroa@ncnewsline.com'], 'name': ['Ariana Figueroa'], 'type': ['author'], 'isAgency': [False]}",https://ncnewsline.com/wp-content/uploads/2024/08/VANCE-2048x1365-1.jpg,0.0667,461512603,1,ncnewsline.com,news,NC Newsline,,2016
8277469392,eng,False,2024-08-16,11:38:52,2024-08-16T11:38:52Z,2024-08-16T11:36:38Z,news,0.4118,https://www.theepochtimes.com/article/news-brief-vance-and-walz-agree-to-debate-trump-seeks-sentencing-delay-hhs-announces-medicare-drug-price-cuts-5706637,News Brief: Vance and Walz Agree to Debate; Trump Seeks Sentencing Delay; HHS Announces Medicare Drug Price Cuts,"Good morning, and welcome to The Epoch Times News Brief for Friday, Aug. 16, 2024. I'm Bill Thomas, we have some very pressing stories to share with you today, and here's what you need to know.

Both ...",[],https://img.theepochtimes.com/assets/uploads/2024/08/11/id5703884-vance-walz-LSedit-1080x720.jpg,0.1294,461504332,1,theepochtimes.com,news,www.theepochtimes.com,eng-9819883,2016
8277440176,eng,True,2024-08-16,11:16:02,2024-08-16T11:16:02Z,2024-08-16T11:15:29Z,news,0.0,https://www.cbsnews.com/chicago/news/trump-sentencing-hush-money-case-election/,"Trump seeks to delay sentencing in ""hush money"" case until after election","Attorneys for former President Donald Trump asked the judge overseeing his criminal case in New York to delay his sentencing until after the presidential election in November, arguing that a delay is ...",[],https://assets2.cbsnewsstatic.com/hub/i/r/2024/05/29/acd032c6-f730-47f8-bb24-370a63c6ea26/thumbnail/1200x630/901dce2b7e3a781e9151bf4cd800eeb4/gettyimages-2154611694.jpg?v=d8f7565ef3e8b72561ee316b5993cbf9,-0.1608,461502962,1,cbsnews.com,news,CBS News,,2016
8277406180,eng,True,2024-08-16,10:54:14,2024-08-16T10:54:14Z,2024-08-16T10:51:49Z,news,0.0,https://www.cbsnews.com/miami/news/trump-sentencing-hush-money-case-election/,"Trump seeks to delay sentencing in ""hush money"" case until after election","Attorneys for former President Donald Trump asked the judge overseeing his criminal case in New York to delay his sentencing until after the presidential election in November, arguing that a delay is ...",[],https://assets2.cbsnewsstatic.com/hub/i/r/2024/05/29/acd032c6-f730-47f8-bb24-370a63c6ea26/thumbnail/1200x630/901dce2b7e3a781e9151bf4cd800eeb4/gettyimages-2154611694.jpg?v=d8f7565ef3e8b72561ee316b5993cbf9,-0.1608,461501654,1,cbsnews.com,news,CBS News,,2016
8277399123,eng,False,2024-08-16,10:47:37,2024-08-16T10:47:37Z,2024-08-16T10:47:04Z,news,0.0,https://nation.africa/kenya/news/gender/omarosa-exposes-rampant-incompetence-in-trump-white-house-4727524,Omarosa exposes rampant incompetence in Trump White House,"His past disposition towards her, created an endearing figure in her conscience and she felt indebted to the opportunities he had confounded upon her. That reverence built a formidable sense of ...",[],https://nation.africa/resource/image/4642004/landscape_ratio3x2/1200/800/f1bf4800de99738f6f71e9d7b87f4bd4/AF/trump.jpg,0.2471,461501257,1,nation.africa,news,Nation,,2016
8277308260,eng,False,2024-08-16,09:46:24,2024-08-16T09:46:24Z,2024-08-16T09:45:33Z,news,0.6471,https://www.fitsnews.com/2024/08/16/ukraines-russian-invasion/,Ukraine's Russian Invasion - FITSNews,"In a stunning turn of events in Eastern Europe this month, Ukraine invaded Russia. The Ukrainian incursion began on August 6, 2024 - blindsiding Russian border guards before penetrating into Russian ...",[],https://www.fitsnews.com/wp-content/uploads/2024/08/anti-terrorist-operation-in-eastern-ukraine-war-ukraine-26832553660.jpg,-0.1922,461497584,1,fitsnews.com,news,FITSNews,eng-9815199,2016
8277275297,eng,False,2024-08-16,09:23:32,2024-08-16T09:23:32Z,2024-08-16T09:22:36Z,news,0.0,https://dnyuz.com/2024/08/16/the-polls-have-shifted-toward-harris-is-it-real-or-something-else/,"The Polls Have Shifted Toward Harris. Is It Real, or Something Else?","Last week's New York Times/Siena College polls showing Vice President Kamala Harris leading in three swing states led some Republicans and Democrats to ask the same question: Is this real?

At the ...",[],https://dnyuz.com/wp-content/uploads/2024/08/The-Polls-Have-Shifted-Toward-Harris-Is-It-Real-or.jpg,0.1608,461496212,1,dnyuz.com,news,DNyuz,,2016
