uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8276999908,eng,True,2024-08-16,05:49:57,2024-08-16T05:49:57Z,2024-08-16T05:47:58Z,news,0.0,https://d.newswise.com/articles/view/815671/?sc=ep,All Eyes on Chicago as Democratic National Convent | Newswise,"Newswise -- The Democratic National Convention arrives in Chicago next week amid plans for mass protests that pick at the scars of 1968 and a wave of momentum for the new Harris-Walz ticket, which ...",[],https://d.newswise.com/assets/new/img/newswise-logo-square.jpg,0.1059,461483397,1,d.newswise.com,news,d.newswise.com,,2024-08-16
8276886638,eng,False,2024-08-16,03:53:32,2024-08-16T03:53:32Z,2024-08-16T03:52:04Z,news,0.5569,https://www.dailymirror.lk/breaking-news/Political-crossovers-galore/108-289659,Political crossovers galore!,"Colombo, August 16 (Daily Mirror) - With the 2024 Presidential Election on the horizon, Sri Lankan political landscape is once again seeing a wave of crossovers as politicians jump ship in a desperate ...",[],https://bmkltsly13vb.compat.objectstorage.ap-singapore-1.oraclecloud.com/cdn.sg.dailymirror.lk/assets/uploads/image_bbc2bed31d.jpg,0.0196,461476412,1,dailymirror.lk,news,Daily Mirror,eng-9818828,2024-08-16
8276884864,eng,False,2024-08-16,03:50:31,2024-08-16T03:50:31Z,2024-08-16T03:49:46Z,news,0.6235,https://insidebitcoins.com/news/senate-majority-leader-chuck-schumer-pledges-to-establish-pro-crypto-law-by-year-end-if-kamala-harris-elected,Senate Majority Leader Chuck Schumer Pledges To Establish Pro-Crypto Law By Year End If Kamala Harris Elected,"Join Our Telegram channel to stay up to date on breaking news coverage

Democratic Party Senator Chuck Schumer aims to pass crypto-friendly bipartisan legislation by the end of this year if Vice ...","{'uri': ['steven_walgenbach@insidebitcoins.com'], 'name': ['Steven Walgenbach'], 'type': ['author'], 'isAgency': [False]}",https://insidebitcoins.com/wp-content/uploads/2024/08/chuck-schumer.jpg,0.1216,461476231,1,insidebitcoins.com,news,InsideBitcoins.com,eng-9820774,2024-08-16
8276881763,eng,False,2024-08-16,03:46:35,2024-08-16T03:46:35Z,2024-08-16T03:46:04Z,news,0.6392,https://www.adaderana.lk/news.php?nid=101276,SLPP to take disciplinary action against members supporting President Ranil,It has been reported that strict disciplinary action has been decided against members of the Sri Lanka Podujana Peramuna (SLPP) who are supporting Ranil Wickramasinghe in the 2024 presidential ...,[],https://adaderanaenglish.s3.amazonaws.com/1723779826-slpp-6.jpg,0.1294,461475995,1,adaderana.lk,news,Ada Derana,eng-9815734,2024-08-16
8276831168,eng,False,2024-08-16,02:45:06,2024-08-16T02:45:06Z,2024-08-16T02:44:14Z,news,0.0,https://vinnews.com/2024/08/15/trump-delivers-powerful-speech-at-stop-antisemitism-event-in-new-jersey/,Trump Delivers Powerful Speech at Stop Antisemitism Event in New Jersey - VINnews,"New Jersey,(VINnews) August 15, 2024 -- Former President Donald Trump made a striking appearance at a high-profile Stop Antisemitism event in New Jersey today, where he was accompanied by prominent ...","{'uri': ['reuven_rosenfeld@vinnews.com'], 'name': ['Reuven Rosenfeld'], 'type': ['author'], 'isAgency': [False]}",https://vinnews.com/wp-content/uploads/2024/08/20240815_221010-1024x768.jpg,0.2392,461472306,1,vinnews.com,news,vinnews.com,,2024-08-16
8276826070,eng,False,2024-08-16,02:38:23,2024-08-16T02:38:23Z,2024-08-16T02:37:43Z,news,0.5176,https://timesofindia.indiatimes.com/world/us/watch-joe-biden-and-kamal-harris-heckled-by-anti-israel-protestors-at-joint-rally-president-responds-with-humor/articleshow/112554968.cms,"Watch: Joe Biden and Kamal Harris heckled by Anti-Israel protestors at joint rally, president responds with humor - Times of India",Anti-Israel protesters disrupted President Joe Biden and Vice President Kamala Harris during their first joint address since Biden announced his candidacy for the 2024 presidential election. The event ...,"{'uri': ['toi_world_desk@timesofindia.indiatimes.com'], 'name': ['Toi World Desk'], 'type': ['author'], 'isAgency': [False]}","https://static.toiimg.com/thumb/msid-112555024,width-1070,height-580,imgsize-900773,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",-0.051,461471903,1,timesofindia.indiatimes.com,news,The Times of India,eng-9820818,2024-08-16
8276813897,eng,False,2024-08-16,02:22:31,2024-08-16T02:22:31Z,2024-08-16T02:21:53Z,news,0.0,https://guardian.ng/opinion/who-wants-donald-trump-dead-part-3/,Who wants Donald Trump dead? - Part 3,"Two years ago, I authored an article titled ""The Donald Trump that Africans Do Not Know."" That was after spending about a week getting to know him at his Palm Beach golf club and home in Mar-a-Lago, ...",[],https://guardian.ng/wp-content/uploads/2024/05/AFP__20240430__34QL9ZE__v2__Preview__UsPoliticsJusticeCourtTrump-640x360.jpg,0.1059,461470951,1,guardian.ng,news,The Guardian,,2024-08-16
8276787887,eng,False,2024-08-16,02:09:22,2024-08-16T02:09:22Z,2024-08-16T01:47:48Z,news,0.0,https://ceylontoday.lk/2024/08/16/presidential-race-2024-the-battle-is-on/,Presidential Race 2024: The Battle Is On! - Ceylon Today,"Nomination papers of 39 candidates were accepted by the Election Commission yesterday (15) for the 2024 Presidential Election, scheduled for Saturday, 21 September.

Issuing a statement, the ...","{'uri': ['buwanaka_perera@ceylontoday.lk'], 'name': ['Buwanaka Perera'], 'type': ['author'], 'isAgency': [False]}",,0.051,461470162,13,ceylontoday.lk,news,CeylonToday,,2024-08-16
2024-08-455696708,eng,False,2024-08-16,02:09:17,2024-08-16T02:09:17Z,2024-08-16T01:06:02Z,news,0.7647,https://eu.usatoday.com/story/entertainment/movies/2024/08/15/dennis-quaid-cancel-culture-reagan-movie/74819483007/,Dennis Quaid talks political correctness in Hollywood: 'Warned to keep your mouth shut',"The Emmy-nominated actor, who portrays former President Ronald Reagan in the upcoming drama ""Reagan,"" opened up about his political views during Thursday's episode of the ""Joe Rogan ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/15/USAT/74819516007-afp-2153293796.jpg?auto=webp&crop=5635,3171,x0,y293&format=pjpg&width=1200",0.1059,461470157,1,usatoday.com,news,USA Today,eng-9818167,2024-08-16
8276796815,eng,True,2024-08-16,02:02:39,2024-08-16T02:02:39Z,2024-08-16T02:00:11Z,news,0.0,https://d.newswise.com/articles/view/815671/?sc=rsla,All Eyes on Chicago as Democratic National Convent | Newswise,"Newswise -- The Democratic National Convention arrives in Chicago next week amid plans for mass protests that pick at the scars of 1968 and a wave of momentum for the new Harris-Walz ticket, which ...",[],https://d.newswise.com/assets/new/img/newswise-logo-square.jpg,0.1059,461469759,1,d.newswise.com,news,d.newswise.com,,2024-08-16
