uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8265702391,eng,True,2024-08-08,17:25:43,2024-08-08T17:25:43Z,2024-08-08T17:23:19Z,news,0.0,https://dnyuz.com/2024/08/08/a-desperate-donald-trump-may-debate-kamala-harris-after-all/,A Desperate Donald Trump May Debate Kamala Harris After All,"After President Biden backed out of the 2024 presidential election and was replaced by Vice President Kamala Harris, Donald Trump attempted to weasel out of a previously agreed on debate on ABC News ...",[],https://dnyuz.com/wp-content/uploads/2024/08/A-Desperate-Donald-Trump-May-Debate-Kamala-Harris-After-All.jpeg,0.0196,460833943,1,dnyuz.com,news,DNyuz,,2024-08-08
8265696208,eng,True,2024-08-08,17:19:16,2024-08-08T17:19:16Z,2024-08-08T17:18:27Z,news,0.0,https://ca.news.yahoo.com/republicans-no-longer-advantage-3-171341389.html,Republicans No Longer Have the Advantage in 3 Key Battleground States,"Arizona, Nevada and Georgia have been re-categorized as toss-up states by the nonpartisan Cook Political Report

The Republican White House ticket reportedly no longer has the advantage in three key ...",[],https://s.yimg.com/ny/api/res/1.2/siUnRKPTLZZ1rfcq8bEPxA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/people_218/3e57aedaea32b87ae5fd62ff6496ee4a,-0.0275,460833556,1,ca.news.yahoo.com,news,Yahoo,,2024-08-08
8265692200,eng,False,2024-08-08,17:17:09,2024-08-08T17:17:09Z,2024-08-08T17:15:38Z,news,0.6235,https://people.com/trump-vance-lose-advantage-rust-belt-battleground-states-8692547,Republicans No Longer Have the Advantage in 3 Key Battleground States,"Arizona, Nevada and Georgia have been re-categorized as toss-up states by the nonpartisan Cook Political Report

The Republican White House ticket reportedly no longer has the advantage in three key ...",[],https://people.com/thmb/Y1RjmxBcnl6Em6De_gxJX9Uu1RU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():focal(979x466:981x468)/jd-vance-trump-071524-f7811ebd02774c4ba4a0dab963706eae.jpg,0.0667,460833429,1,people.com,news,PEOPLE.com,eng-9800990,2024-08-08
8265676070,eng,False,2024-08-08,17:13:32,2024-08-08T17:13:32Z,2024-08-08T17:03:37Z,news,0.0,https://ca.news.yahoo.com/lara-trump-insists-no-problem-165517829.html,Lara Trump insists 'there will be no problem' if Trump 'does not legally and legitimately win this election',"Lara Trump, the daughter-in-law of Donald Trump and co-chair of the Republican National Committee, insisted that she is committed to election integrity and if her father-in-law doesn't ""legitimately ...",[],https://media.zenfs.com/en/the_independent_635/350212e3702af7af2334d6798facbacd,-0.0118,460833212,1,ca.news.yahoo.com,news,Yahoo,,2024-08-08
8265687621,eng,True,2024-08-08,17:12:49,2024-08-08T17:12:49Z,2024-08-08T17:12:08Z,news,0.0,https://www.sunjournal.com/2024/08/08/effort-to-overturn-popular-vote-bill-fails-as-activists-consider-next-steps/,"Effort to overturn popular vote bill fails, as activists consider next steps",Activists trying to overturn a new state law to award the state's four electoral college votes to the candidate who wins the national popular vote failed to collect enough signatures to force a ...,"{'uri': ['carl_natale@sunjournal.com'], 'name': ['Carl Natale'], 'type': ['author'], 'isAgency': [False]}",https://www.sunjournal.com/wp-content/uploads/sites/11/2024/08/Maine_Legislature_63605_f45c34-1722623850.jpg,0.2235,460833169,13,sunjournal.com,news,Lewiston Sun Journal,,2024-08-08
8265687412,eng,False,2024-08-08,17:12:43,2024-08-08T17:12:43Z,2024-08-08T17:11:53Z,news,0.6157,https://www.centralmaine.com/2024/08/08/effort-to-overturn-popular-vote-bill-fails-as-activists-consider-next-steps/,"Effort to overturn popular vote bill fails, as activists consider next steps",Activists trying to overturn a new state law to award the state's four electoral college votes to the candidate who wins the national popular vote failed to collect enough signatures to force a ...,[],https://w2pcms.com/wp-content/uploads/sites/10/2024/05/Maine_Legislature_63605_f45c34.jpg,0.2235,460833163,13,centralmaine.com,news,Kennebec Journal and Morning Sentinel,eng-9799357,2024-08-08
8265678317,eng,True,2024-08-08,17:07:35,2024-08-08T17:07:35Z,2024-08-08T17:04:56Z,news,0.0,https://www.yahoo.com/news/lara-trump-insists-no-problem-165517829.html,Lara Trump insists 'there will be no problem' if Trump 'does not legally and legitimately win this election',"Lara Trump, the daughter-in-law of Donald Trump and co-chair of the Republican National Committee, insisted that she is committed to election integrity and if her father-in-law doesn't ""legitimately ...",[],https://media.zenfs.com/en/the_independent_635/350212e3702af7af2334d6798facbacd,-0.0118,460832855,1,yahoo.com,news,Yahoo,,2024-08-08
8265679839,eng,False,2024-08-08,17:06:32,2024-08-08T17:06:32Z,2024-08-08T17:06:04Z,news,0.7098,https://vikingswire.usatoday.com/2024/08/08/vice-presidential-candidate-tim-walz-has-vikings-in-the-national-spotlight/,Vice Presidential candidate Tim Walz has Vikings in the national spotlight,"The Vikings have a fanbase that is more than just the state of Minnesota. They aren't afraid of the national spotlight, and now they find themselves through the lens of the 2024 Presidential ...","{'uri': ['andrew_harbaugh@vikingswire.usatoday.com'], 'name': ['Andrew Harbaugh'], 'type': ['author'], 'isAgency': [False]}",https://vikingswire.usatoday.com/wp-content/uploads/sites/44/2024/08/USATSI_23945199.jpg?w=640,-0.0039,460832792,1,vikingswire.usatoday.com,news,Vikings Wire,eng-9801475,2024-08-08
8265675433,eng,False,2024-08-08,17:04:27,2024-08-08T17:04:27Z,2024-08-08T17:03:12Z,news,0.0,https://www.independent.co.uk/news/world/americas/us-politics/lara-trump-election-integrity-2024-b2593428.html,Lara Trump insists there won't be a 'problem' if Trump doesn't 'legitimately' win,"Our mission is to deliver unbiased, fact-based reporting that holds power to account and exposes the truth.

Whether $5 or $50, every contribution counts.

Support us to deliver journalism without an ...",[],https://static.independent.co.uk/2024/02/13/13/f7da7254b5b24ca8b3e8dc7cd5953fa2.jpg?quality=75&width=1200&auto=webp,0.0588,460832667,1,independent.co.uk,news,The Independent,,2024-08-08
8265661403,eng,True,2024-08-08,16:53:26,2024-08-08T16:53:26Z,2024-08-08T16:52:46Z,news,0.0,https://www.washingtonexaminer.com/policy/energy/3110410/gas-prices-more-decreases-at-the-pumps-to-end-the-weekend/,Gas prices: More decreases at pumps to end the weekend - Washington Examiner,"Gas prices continued their downward trend over the weekend, relieving some of the financial burdens people have been experiencing at the pumps since President Joe Biden took office.

On Sunday, the ...",[],https://www.washingtonexaminer.com/wp-content/uploads/2024/04/AP24019755875687-scaled.jpg.webp,0.051,460832006,1,washingtonexaminer.com,news,Washington Examiner,,2024-08-08
