uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8280961658,eng,False,2024-08-19,05:50:09,2024-08-19T05:50:09Z,2024-08-19T05:48:46Z,news,0.5059,https://www.ekathimerini.com/in-depth/analysis/1246507/as-harris-honeymoon-fades-doubts-persist/,"As Harris honeymoon fades, doubts persist | eKathimerini.com","Since inheriting the Democratic Party nomination for the presidency without a fight after US President Joe Biden's exit on July 21, Vice President Kamala Harris's honeymoon period was marked by ...",[],https://www.ekathimerini.com/wp-content/uploads/2024/08/Kamala_Harris_reuters-960x600.jpg,eng-9825765,0.1294,461742609,1,ekathimerini.com,news,Ekathimerini,2024-08-19
8280951409,eng,True,2024-08-19,05:42:38,2024-08-19T05:42:38Z,2024-08-19T05:39:01Z,news,0.0,https://gazette.com/news/wex/gas-prices-decreases-at-the-pumps-to-end-the-weekend/article_bdb7f0ea-e841-5dc2-9bc0-99bf314a1ae7.html,Gas prices: Decreases at the pumps to end the weekend,"Gas prices dropped again on Sunday as the average cost for a gallon of regular gas decreased to $3.414, according to AAA. It was the second consecutive day of decreases after Saturday's price of ...","{'uri': ['washington_examiner@gazette.com'], 'name': ['Washington Examiner'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/custom/image/3f755dae-418c-11e8-a244-53852639d709.png?crop=235%2C235%2C1%2C0&resize=200%2C200&order=crop%2Cresize,,0.0588,461742158,1,gazette.com,news,Colorado Springs Gazette,2024-08-19
8280940374,eng,False,2024-08-19,05:28:58,2024-08-19T05:28:58Z,2024-08-19T05:28:27Z,news,0.851,https://matzav.com/off-script-disaster-kamala-harris-confounds-pa-crowd-with-word-salad-on-duality-of-democracy/,OFF-SCRIPT DISASTER: Kamala Harris Confounds PA Crowd with Word Salad on 'Duality of Democracy',"While speaking at a campaign stop in Pennsylvania on Sunday, Vice President Kamala Harris appeared to stumble over her words while explaining what the 2024 presidential election is ""about"" and what ...",[],https://matzav.com/wp-content/uploads/2024/08/0-26.jpg,eng-9827293,0.302,461741338,1,matzav.com,news,matzav.com,2024-08-19
8280931996,eng,False,2024-08-19,05:21:09,2024-08-19T05:21:09Z,2024-08-19T05:20:14Z,news,0.7137,https://thebitjournal.com/donald-trump-nfts-earn-7m-new-disclosure-reveals-significant-financial-gains/,Donald Trump NFTs Earn $7M: New Disclosure Reveals Significant Financial Gains,"Former President Donald Trump has made a notable impact in the digital space, raking in more than $7 million from his non-fungible token (NFT) collections. A recent financial disclosure, unveiled the ...",[],https://thebitjournal.b-cdn.net/wp-content/uploads/2024/08/DALL·E-2024-08-17-12.57.03-A-dramatic-and-visually-striking-scene-focused-on-Bitcoin.-The-image-features-a-large-glowing-Bitcoin-symbol-at-the-center-surrounded-by-digital-ele.webp,eng-9822363,0.3412,461740869,1,thebitjournal.com,news,The Bit Journal,2024-08-19
8280924483,eng,True,2024-08-19,05:14:43,2024-08-19T05:14:43Z,2024-08-19T05:13:02Z,news,0.0,https://www.heraldextra.com/news/opinion/editorial/2024/aug/16/shapiro-the-legacy-medias-last-gasp/,Shapiro: The legacy media's last gasp?,"This week, alleged comedian Stephen Colbert had on CNN's Kaitlan Collins to discuss the 2024 presidential election. In the middle of the interview, Colbert began to ask Collins a question, in all ...",[],https://ogden_images.s3.amazonaws.com/www.heraldextra.com/images/2021/08/18113338/dh_social.jpg,,0.1843,461740483,1,heraldextra.com,news,Daily Herald,2024-08-19
8280921767,eng,True,2024-08-19,05:12:38,2024-08-19T05:12:38Z,2024-08-19T05:11:02Z,news,0.0,https://conservativeangle.com/gas-prices-decreases-at-the-pumps-to-end-the-weekend/,Gas prices: Decreases at the pumps to end the weekend - Conservative Angle,"Gas prices dropped again on Sunday as the average cost for a gallon of regular gas decreased to $3.414, according to AAA. It was the second consecutive day of decreases after Saturday's price of ...",[],,,0.0588,461740358,1,conservativeangle.com,news,Brigitte Gabriel,2024-08-19
8280882906,eng,False,2024-08-19,04:30:55,2024-08-19T04:30:55Z,2024-08-19T04:30:05Z,news,0.0,https://www.washingtonexaminer.com/news/3125469/gas-prices-decreases-at-the-pumps-to-end-the-weekend/,Gas prices: Decreases at the pumps to end the weekend - Washington Examiner,"Gas prices dropped again on Sunday as the average cost for a gallon of regular gas decreased to $3.414, according to AAA. It was the second consecutive day of decreases after Saturday's price of ...",[],https://www.washingtonexaminer.com/wp-content/uploads/2024/08/Gas_Prices_098725.webp,,0.0588,461737855,1,washingtonexaminer.com,news,Washington Examiner,2024-08-19
8280880742,eng,False,2024-08-19,04:29:49,2024-08-19T04:29:49Z,2024-08-19T04:27:18Z,news,0.0,https://timesofindia.indiatimes.com/world/us/pro-palestine-protester-disrupts-dnc-delegate-party-at-navy-pier/articleshow/112618717.cms,Pro-Palestine protester disrupts DNC delegate party at Navy Pier - Times of India,"A pro-Palestine protester disrupted the Democratic National Convention (DNC) delegate party at Navy Pier in Chicago on Sunday. During the event, the protester interrupted the proceedings by shouting, ...","{'uri': ['toi_world_desk@timesofindia.indiatimes.com'], 'name': ['Toi World Desk'], 'type': ['author'], 'isAgency': [False]}","https://static.toiimg.com/thumb/msid-112619054,width-1070,height-580,imgsize-22040,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",,0.0039,461737789,1,timesofindia.indiatimes.com,news,The Times of India,2024-08-19
8280859836,eng,False,2024-08-19,04:07:22,2024-08-19T04:07:22Z,2024-08-19T04:05:28Z,news,0.0,https://www.nytimes.com/2024/08/19/briefing/democratic-national-convention-blinken-ukraine.html,Monday Briefing,"🇺🇸 U.S. ELECTION 2024

The presidential election is less than 80 days away. This is what we're watching.

The Democratic National Convention begins today

Officials and delegates are ...",[],https://static01.nyt.com/images/2024/08/18/multimedia/19ambriefing-europe-nl-dnc/19ambriefing-europe-nl-dnc-videoSixteenByNine3000.jpg,,0.1608,461736442,1,nytimes.com,news,The New York Times,2024-08-19
8280856628,eng,False,2024-08-19,04:03:23,2024-08-19T04:03:23Z,2024-08-19T04:02:12Z,news,0.0,https://www.postandcourier.com/arena/the-spun/jerome-bettis-makes-it-very-clear-which-way-he-leans-politically/article_446a1f61-b6f4-5b2f-977a-7d29cd981524.html,Jerome Bettis Makes It Very Clear Which Way He Leans Politically,"The 2024 presidential election is heating up, with both Donald Trump and Kamala Harris hitting the campaign trail hard.

This weekend, Harris and her vice president candidate, Tim Walz, had a special ...","{'uri': ['andrew_holleran@postandcourier.com'], 'name': ['Andrew Holleran'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/postandcourier.com/content/tncms/custom/image/6903687a-a7dc-11e9-896c-0bef6d6c9301.jpg?resize=600%2C314,,0.2235,461736203,13,postandcourier.com,news,Post and Courier,2024-08-19
8280839456,eng,False,2024-08-19,03:40:15,2024-08-19T03:40:15Z,2024-08-19T03:39:34Z,news,0.0,https://en.tempo.co/read/1905656/ridwan-kamil-to-declare-his-candidacy-for-jakarta-election-tonight-anies-baswedan-leads-in-survey,Ridwan Kamil to Declare His Candidacy for Jakarta Election Tonight; Anies Baswedan Leads in Survey,"TEMPO.CO, Jakarta - Ridwan Kamil confirmed that he will declare his candidacy for the Jakarta gubernatorial election on Monday night, August 19, 2024, after receiving support from various political ...","{'uri': ['petir_garda_bhwana@en.tempo.co'], 'name': ['Petir Garda Bhwana'], 'type': ['author'], 'isAgency': [False]}",https://statik.tempo.co/data/2024/08/17/id_1328477/1328477_720.jpg,,0.5686,461734815,1,en.tempo.co,news,TEMPO.CO,2024-08-19
2024-08-458262118,eng,False,2024-08-19,03:40:03,2024-08-19T03:40:03Z,2024-08-19T03:28:39Z,news,0.0,https://www.econotimes.com/Donald-Trump-Sparks-Mental-Fitness-Concerns-After-Mistaking-Pennsylvania-for-North-Carolina-at-Rally-1684410,Donald Trump Sparks Mental Fitness Concerns After Mistaking Pennsylvania for North Carolina at Rally,"Cybertruck Armed With Machine Gun by Chechen Leader Kadyrov: A Game-Changer in Russia-Ukraine Conflict?

Donald Trump's latest rally in Pennsylvania has reignited concerns about the former president's ...",[],https://f1.econotimes.com/2024/08/dze36jjj0a_th_1024x0.jpg,,-0.0118,461734803,1,econotimes.com,news,EconoTimes,2024-08-19
8280836430,eng,False,2024-08-19,03:39:45,2024-08-19T03:39:45Z,2024-08-19T03:35:45Z,news,0.0,https://timesofindia.indiatimes.com/world/us/us-election-under-the-stars-how-trumps-gemini-and-harris-libra-influence-2024-voter-sentiments/articleshow/112616088.cms,Astrology and 2024 US elections: How Trump's Gemini and Harris' Libra shape voter perceptions - Times of India,"As the 2024 presidential election looms, astrological predictions are gaining traction among voters seeking guidance in a polarized political climate. The stars are aligning in intriguing ways for ...","{'uri': ['toi_world_desk@timesofindia.indiatimes.com'], 'name': ['Toi World Desk'], 'type': ['author'], 'isAgency': [False]}","https://static.toiimg.com/thumb/msid-112618070,width-1070,height-580,imgsize-22834,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",,0.2941,461734785,1,timesofindia.indiatimes.com,news,The Times of India,2024-08-19
8280803660,eng,False,2024-08-19,03:01:14,2024-08-19T03:01:14Z,2024-08-19T02:55:22Z,news,0.0,https://taiwannews.com.tw/en/news/5921256,"Ko outlines reforms for Taiwan People's Party amid financial scandals | Taiwan News | Aug. 19, 2024 10:21","TAIPEI (Taiwan News) -- As the Taiwan People's Party (TPP) and its Chair Ko Wen-je (柯文哲) are embroiled in scandals related to corruption, political donations, and party finances, Ko gave a ...",[],https://image.taiwannews.com.tw/2024%2F08%2F18%2F140d5ebb859347f0a766a9c096eab927.jpg,,0.1686,461732474,1,taiwannews.com.tw,news,Taiwan News,2024-08-19
8280775206,eng,False,2024-08-19,02:16:34,2024-08-19T02:16:34Z,2024-08-19T02:15:14Z,news,0.7255,https://thebitjournal.com/donald-trump-crypto-ventures-over-1m-in-ether-and-millions-in-nft-licensing-fees/,Donald Trump Crypto Ventures: Over $1M in Ether and Millions in NFT Licensing Fees,"Former U.S. President Donald Trump's involvement in the world of cryptocurrency has once again made headlines, with recent financial disclosures revealing substantial holdings in Ether (ETH) and ...",[],https://thebitjournal.b-cdn.net/wp-content/uploads/2024/08/Designer-27.jpeg,eng-9822363,0.3882,461729794,1,thebitjournal.com,news,The Bit Journal,2024-08-19
8280771982,eng,False,2024-08-19,02:12:37,2024-08-19T02:12:37Z,2024-08-19T02:11:15Z,news,0.0,http://yosefardi.com/2024/08/hastos-latest-maneuver/,Hasto's Latest Maneuver,"Hasto Kristiyanto, the secretary general of PDIP, played an audio recording in front of journalists on Aug. 17, in which he claimed that the outgoing President Jokowi wants to use law enforcement ...",[],,,0.0275,461729557,1,yosefardi.com,news,yosefardi.com,2024-08-19
8280770610,eng,False,2024-08-19,02:12:18,2024-08-19T02:12:18Z,2024-08-19T02:09:17Z,news,0.5647,https://www.indiatoday.in/world/us-news/story/us-presidential-elections-kamala-harris-donald-trump-tim-walz-pennsylvania-rally-2584365-2024-08-19,Kamala Harris's veiled dig at Trump: Any leader beating down others is a coward,"US Vice President Kamala Harris took a veiled dig at former President Donald Trump on Sunday, implying that he is a ""coward"" who focusses on downplaying his opponents. Harris made the remarks while ...",[],https://akm-img-a-in.tosshub.com/indiatoday/images/story/202408/donald-trump-and-kamala-harris-13531635-16x9_2.jpg?VersionId=zE8EVKS8VIvY7dF9hbPROE2wdaSMbY2p,eng-9825765,-0.0353,461729538,1,indiatoday.in,news,India Today,2024-08-19
8280767899,eng,False,2024-08-19,02:09:27,2024-08-19T02:09:27Z,2024-08-19T02:06:09Z,news,0.8196,https://exbulletin.com/politics/2823017/,Presidential Palace concerned about Jokowi's cabinet reshuffle: 'Necessary to support government transition' - ExBulletin,"""The appointment of ministers, deputy ministers and heads of agencies is essential to prepare and support the transition of government for a smooth and effective outcome,"" Ari Dwipayana, coordinator ...",[],https://statik.tempo.co/data/2024/08/17/id_1328587/1328587_720.jpg?rand=10,eng-9827625,0.2863,461729367,1,exbulletin.com,news,ExBulletin,2024-08-19
8280766925,eng,False,2024-08-19,02:05:49,2024-08-19T02:05:49Z,2024-08-19T02:04:42Z,news,0.6039,https://www.bullfrag.com/elon-musk-is-using-his-power-to-influence-the-outcome-of-the-us-election/,Elon Musk Is Using His Power To Influence The Outcome Of The US Election - Bullfrag,Elon Musk is using his power to influence the outcome of the 2024 presidential election in favor of former President Donald Trump. This is indicated by various analysts who claim that This strategy ...,"{'uri': ['jaxon_miles@bullfrag.com'], 'name': ['Jaxon Miles'], 'type': ['author'], 'isAgency': [False]}",https://www.fayerwayer.com/resizer/v2/EDXLZU5IZVEWVJ2SWTLRZTNE5I.png?smart=true&auth=948d3facb4a22b12ed819f4ebeb4db3c56f0ed1493277f9cf6faeda1be0ff22a&width=1200&height=630,eng-9819643,-0.0196,461729149,1,bullfrag.com,news,Bullfrag,2024-08-19
2024-08-458200538,eng,False,2024-08-19,01:19:00,2024-08-19T01:19:00Z,2024-08-18T20:49:00Z,news,0.4392,https://www.inc.com/reuters/wall-street-execs-choose-sides-between-harris-trump.html,Wall Street Execs Begin Choosing Sides Between Harris and Trump,"As the 2024 presidential election nears, bosses on Wall Street have pledged support to their candidate of choice.

Democratic presidential candidate Kamala Harris and Republican rival Donald Trump are ...","{'uri': ['reuters@inc.com'], 'name': ['Reuters'], 'type': ['author'], 'isAgency': [False]}","https://img-cdn.inc.com/image/upload/w_1024,h_576,c_fill/images/panoramic/Inc.wallstreet_544065_pbl0dc.jpg",eng-9825765,0.1608,461726340,1,inc.com,news,Inc.com,2024-08-19
8280728975,eng,True,2024-08-19,01:07:09,2024-08-19T01:07:09Z,2024-08-19T01:05:38Z,news,0.0,https://gazette.com/news/wex/amy-klobuchar-predicts-so-much-love-for-biden-at-his-dnc-appearance-on-monday/article_494dca4c-8c5b-521c-83ee-e2c7fac3d5ac.html,Amy Klobuchar predicts 'so much love' for Biden at his DNC appearance on Monday,"President Joe Biden is set to speak on the Democratic National Convention's first night on Monday, with Sen. Amy Klobuchar (D-MN) predicting he will be greeted by ""so much love"" by the ...","{'uri': ['washington_examiner@gazette.com'], 'name': ['Washington Examiner'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/custom/image/3f755dae-418c-11e8-a244-53852639d709.png?crop=235%2C235%2C1%2C0&resize=200%2C200&order=crop%2Cresize,,0.3882,461725629,1,gazette.com,news,Colorado Springs Gazette,2024-08-19
8280726359,eng,True,2024-08-19,01:02:06,2024-08-19T01:02:06Z,2024-08-19T01:01:23Z,news,0.0,https://www.cbsnews.com/colorado/news/2024-harris-trump-polling-michigan-wisconsin-arizona-nevada-north-carolina/,2024 Kamala Harris v. Donald Trump battleground-state estimates,Here are CBS News' latest estimates of Kamala Harris and Donald Trump's support in the most competitive states in the country leading up to 2024 presidential election. This is where races stand today ...,[],https://assets1.cbsnewsstatic.com/hub/i/r/2024/08/17/005429ba-86a3-47c8-8ca8-fb44fb88593e/thumbnail/1200x630g2/7e6d2802d9428ddad7a15ce353de8fe2/ap24221724591518.jpg?v=d8f7565ef3e8b72561ee316b5993cbf9,,0.1608,461725326,1,cbsnews.com,news,CBS News,2024-08-19
8280714949,eng,False,2024-08-19,00:50:55,2024-08-19T00:50:55Z,2024-08-19T00:43:04Z,news,0.0,http://island.lk/choosing-the-right-leader/,Choosing the right leader,"As Sri Lanka approaches its 2024 presidential election, the vast number of candidates presents a unique challenge for voters seeking a leader who can guide the nation through its current economic and ...","{'uri': ['sahan_weerasooriya@island.lk'], 'name': ['Sahan Weerasooriya'], 'type': ['author'], 'isAgency': [False]}",http://island.lk/wp-content/uploads/2024/08/right-leader.jpg,,0.2392,461724655,1,island.lk,news,The Island,2024-08-19
8280719007,eng,False,2024-08-19,00:50:51,2024-08-19T00:50:51Z,2024-08-19T00:49:24Z,news,0.8392,https://en.tempo.co/read/1905583/palace-on-jokowis-cabinet-reshuffle-necessary-to-support-government-transition,Palace on Jokowi's Cabinet Reshuffle: 'Necessary to Support Government Transition',"""The appointment of Ministers, Deputy Ministers, and Agency Heads is essential to prepare and support the government transition for a smooth and effective outcome,"" said Ari Dwipayana, Coordinator of ...","{'uri': ['petir_garda_bhwana@en.tempo.co'], 'name': ['Petir Garda Bhwana'], 'type': ['author'], 'isAgency': [False]}",https://statik.tempo.co/data/2024/08/17/id_1328587/1328587_720.jpg,eng-9827625,0.1922,461724651,1,en.tempo.co,news,TEMPO.CO,2024-08-19
