uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8271156790,eng,False,2024-08-12,13:43:57,2024-08-12T13:43:57Z,2024-08-12T13:40:42Z,news,0.0,https://www.adaderana.lk/news.php?nid=101185,Five more presidential candidates place deposits as total climbs to 32,"Five more candidates have placed their deposits today (Aug 12) in order to contest the 2024 Presidential Election, the Election Commission said.

Accordingly, 32 candidates in total have placed their ...",[],https://adaderanaenglish.s3.amazonaws.com/1723469664-election-commission-6.jpg,0.349,461166237,13,adaderana.lk,news,Ada Derana,,2024-08-12
8271143006,eng,False,2024-08-12,13:33:59,2024-08-12T13:33:59Z,2024-08-12T13:31:40Z,news,0.0,https://www.breitbart.com/politics/2024/08/11/former-minnesota-bar-owner-blasts-walz-evil-man-ripped-small-businesses-covid/,Former Minnesota Bar Own Calls Tim Walz 'Evil Man' Who Destroyed Businesses,"A former Minnesota bar owner who faced more than $300,000 in fines during the COVID-19 pandemic described Gov. Tim Walz (D-MN) as an ""evil man"" who had taken ""small businesses and ripped them up.""

In ...","{'uri': ['elizabeth_weibel@breitbart.com'], 'name': ['Elizabeth Weibel'], 'type': ['author'], 'isAgency': [False]}",https://media.breitbart.com/media/2024/08/aug-10-2024-minnesota-gov-tim-walz-point-nevada-getty.jpg,-0.2549,461165639,1,breitbart.com,news,Breitbart,,2024-08-12
8271116472,eng,False,2024-08-12,13:14:17,2024-08-12T13:14:17Z,2024-08-12T13:13:14Z,news,0.0,https://www.benzinga.com/news/24/08/40312148/whats-going-on-with-trump-media-stock-on-monday,What's Going On With Trump Media Stock On Monday? - Trump Media & Technology (NASDAQ:DJT),"Trump Media stock faces volatility, marking a 52-week high of $79.38.DJT reports Q2 net loss of $16.4M, stock down 1.95% premarket.

Trump Media & Technology Group Corp DJT stock is trading lower on ...","{'uri': ['anusuya_lahiri@benzinga.com'], 'name': ['Anusuya Lahiri'], 'type': ['author'], 'isAgency': [False]}",https://cdn.benzinga.com/files/images/story/2024/08/12/Truth-Social-app_0.jpeg?width=1200&height=800&fit=crop,-0.0039,461164457,1,benzinga.com,news,Benzinga,,2024-08-12
2024-08-451886607,eng,False,2024-08-12,13:09:50,2024-08-12T13:09:50Z,2024-08-12T13:00:12Z,news,0.5098,https://www.ft.com/content/19fe2f9d-390a-435b-a5c2-ff3fa5d648ed,The meaning of Tim Walz,I think we need more people in higher office who start in politics after the age of 40. That's one of my takeaways from the early success of Minnesota governor Tim Walz as Kamala Harris's running ...,[],https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fwww.ft.com%2F__origami%2Fservice%2Fimage%2Fv2%2Fimages%2Fraw%2Fhttps%253A%252F%252Fd1e00ek4ebabms.cloudfront.net%252Fproduction%252Fe5302dd2-7555-41f7-9afa-111a0a3cb1af.jpg%3Fsource%3Dnext-article%26fit%3Dscale-down%26quality%3Dhighest%26width%3D700%26dpr%3D1?source=next-opengraph&fit=scale-down&width=900,0.1686,461164190,1,ft.com,news,Financial Times News,eng-9807707,2024-08-12
8271106878,eng,False,2024-08-12,13:07:36,2024-08-12T13:07:36Z,2024-08-12T13:06:49Z,news,0.0,https://www.columbian.com/news/2024/aug/12/senators-scrutinize-secret-service-spending-after-trump-shooting/,Senators scrutinize Secret Service spending after Trump shooting,"WASHINGTON -- Senators have asked whether the Secret Service needs more funding in the wake of the attempted assassination of former President Donald Trump, which appears to have contributed to the ...",[],https://www.columbian.com/wp-content/uploads/2024/08/0811_met_US-NEWS-SENATE-SECRETSERVICE-SPENDING-GET.jpg,-0.0667,461164056,1,columbian.com,news,The Columbian,,2024-08-12
8271105317,eng,False,2024-08-12,13:07:24,2024-08-12T13:07:24Z,2024-08-12T13:05:46Z,news,0.0,https://www.theguardian.com/us-news/article/2024/aug/12/swifties-kamala-harris-campaign,Getting back together: Swifties mobilize to support Kamala Harris,"Swifties4Kamala has 180,000 followers as fans of world's most famous 'childless cat lady' emerge as political force

When Emerald Medrano learned Joe Biden was dropping out of the 2024 presidential ...","{'uri': ['carter_sherman@theguardian.com'], 'name': ['Carter Sherman'], 'type': ['author'], 'isAgency': [False]}",https://i.guim.co.uk/img/media/302e0e2d3c28648e92399919ab12682d06bfe540/0_53_4200_2520/master/4200.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=2bf365d32dd5979c1cfdd23d2e2cabe7,0.302,461164044,1,theguardian.com,news,The Guardian,,2024-08-12
8271104129,eng,False,2024-08-12,13:05:41,2024-08-12T13:05:41Z,2024-08-12T13:04:55Z,news,0.0,https://www.verdict.co.uk/microsoft-reveals-russian-threat-actors-influence-over-us-election/,Microsoft reveals Russian threat actors' influence over US election,"Research by Microsoft Threat Analysis Center (MTAC) has observed Russian threat actors involved in campaigns aimed at the 2024 US presidential election.

The report states that activity seeking to ...","{'uri': ['helen_clarke@verdict.co.uk'], 'name': ['Helen Clarke'], 'type': ['author'], 'isAgency': [False]}",https://www.verdict.co.uk/wp-content/uploads/2024/08/shutterstock_2482142327-1.jpg,-0.2314,461163941,1,verdict.co.uk,news,Verdict,,2024-08-12
8271103035,eng,False,2024-08-12,13:04:57,2024-08-12T13:04:57Z,2024-08-12T13:04:17Z,news,0.8627,https://variety.com/2024/tv/news/katie-couric-calls-out-cbs-hiring-men-replace-norah-odonnell-evening-news-1236103850/,Katie Couric Calls Out CBS for Hiring Two Men to Replace Norah O'Donnell as 'Evening News' Host: 'Disappointing...Odd and More Than a Little Out of Touch',"Jamie Lee Curtis Asks Crew to Wear Name Tags to Get Rid of Any 'Hierarchy' That Exists Among the Actors and Them on Set: 'I Want It to Be Equitable' 3 days ago

Katie Couric wrote a guest essay for ...",[],https://variety.com/wp-content/uploads/2022/09/GettyImages-1236330005.jpg?w=1000&h=563&crop=1,0.2314,461163897,1,variety.com,news,Variety,eng-9808344,2024-08-12
8271096529,eng,True,2024-08-12,13:00:53,2024-08-12T13:00:53Z,2024-08-12T13:00:12Z,news,0.0,https://www.sbsun.com/2024/08/12/will-j-d-vance-and-tim-walz-impact-the-presidential-race-its-unlikely/,Will J.D. Vance and Tim Walz impact the presidential race? It's unlikely,"Opinion Columnists | Will J.D. Vance and Tim Walz impact the presidential race? It's unlikely

With the selection of Minnesota Governor Tim Walz for the Democratic nominee for vice president, both ...","{'uri': ['douglas_schoen@sbsun.com'], 'name': ['Douglas Schoen'], 'type': ['author'], 'isAgency': [False]}",https://www.sbsun.com/wp-content/uploads/2024/08/OCR-Z-ELX-CAMPAIGN-0807-002.jpg?w=640,0.2471,461163653,1,sbsun.com,news,San Bernardino Sun,,2024-08-12
8271087352,eng,True,2024-08-12,12:54:35,2024-08-12T12:54:35Z,2024-08-12T12:53:40Z,news,0.0,https://www.dailynews.com/2024/08/12/will-j-d-vance-and-tim-walz-impact-the-presidential-race-its-unlikely/,Will J.D. Vance and Tim Walz impact the presidential race? It's unlikely,"With the selection of Minnesota Governor Tim Walz for the Democratic nominee for vice president, both parties have finalized their tickets, and the 2024 presidential race can truly begin.

And with ...","{'uri': ['douglas_schoen@dailynews.com'], 'name': ['Douglas Schoen'], 'type': ['author'], 'isAgency': [False]}",https://www.dailynews.com/wp-content/uploads/2024/08/OCR-Z-ELX-CAMPAIGN-0807-002.jpg?w=640,0.2706,461163275,1,dailynews.com,news,Daily News,,2024-08-12
