uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8279689960,eng,False,2024-08-18,05:22:17,2024-08-18T05:22:17Z,2024-08-18T05:20:13Z,news,0.0,https://newsadvance.com/opinion/letters/letter-to-the-editor-certifying-the-vote/article_2d30fd1e-5bf3-11ef-82b3-07489d80b19a.html,Letter to the editor: Certifying the vote,"New poll numbers show Vice President Kamala Harris is ahead of former president Donald Trump in three key battleground states. Meanwhile, Trump is accusing her campaign of plagiarism.

Voting is only ...",[],https://bloximages.newyork1.vip.townnews.com/newsadvance.com/content/tncms/assets/v3/editorial/2/d3/2d30fd1e-5bf3-11ef-82b3-07489d80b19a/6262aa28f2fd2.preview.jpg?crop=1196%2C628%2C1%2C0&resize=438%2C230&order=crop%2Cresize,0.1373,461654537,1,newsadvance.com,news,NewsAdvance.com,,2024-08-18
8279678140,eng,False,2024-08-18,05:06:02,2024-08-18T05:06:02Z,2024-08-18T05:04:58Z,news,0.0,https://conservativefiringline.com/evangelicals-for-harris-call-for-deconstruction-of-white-jesus-say-white-evangelicals-need-to-die/,"'Evangelicals For Harris' Call For Deconstruction Of WHITE JESUS, Say White Evangelicals Need To DIE ⋆ Conservative Firing Line","(Natural News) A Chicago-based second-generation ""Latina preacher"" by the name of Sandra Van Opstal is leading a panel on behalf of Evangelicals for Harris, a ""Christian"" campaign organization that ...","{'uri': ['ethan_huff@conservativefiringline.com'], 'name': ['Ethan Huff'], 'type': ['author'], 'isAgency': [False]}",https://conservativefiringline.com/wp-content/uploads/2024/08/jesus.jpg,-0.0039,461653562,1,conservativefiringline.com,news,Conservative Firing Line,,2024-08-18
8279642545,eng,False,2024-08-18,04:15:45,2024-08-18T04:15:45Z,2024-08-18T04:14:21Z,news,0.0,https://www.ghanamma.com/2024/08/18/mr-president-was-the-aborigines-rights-protection-society-formed-on-4-august/,"Mr President, was the Aborigine's Rights Protection Society Formed on 4 August? - Ghanamma.com","Ghanaians have been engulfed in a divisive and needless debate over where an apostrophe should be placed regarding the question, whether it should be Founder's or Founders' Day.

The debate is between ...",[],,0.1686,461650545,1,ghanamma.com,news,Ghanamma.com,,2024-08-18
8279638567,eng,False,2024-08-18,04:10:42,2024-08-18T04:10:42Z,2024-08-18T04:09:06Z,news,0.4157,https://townhall.com/columnists/alanjosephbauer/2024/08/18/the-democrats-are-gifting-donald-trump-the-white-house-n2643502,The Democrats Are Gifting Donald Trump the White House,"Okay, So This Just May Be the Goofiest Piece on Tim Walz Yet Rebecca Downs

The Democrats are unintentionally doing their all to make sure that Donald Trump is reelected president of the United ...","{'uri': ['alan_joseph_bauer@townhall.com'], 'name': ['Alan Joseph Bauer'], 'type': ['author'], 'isAgency': [False]}",https://media.townhall.com/cdn/hodl/2024/227/97e2df20-5b2a-4c3d-93ea-90bc5f498a1c.jpg,0.1922,461650242,1,townhall.com,news,Townhall,eng-9820818,2024-08-18
2024-08-457491978,eng,True,2024-08-18,03:21:29,2024-08-18T03:21:29Z,2024-08-18T03:21:27Z,news,0.0,https://m.jpost.com/opinion/article-815118,Did Trump Sabotage Josh Shapiro's VP Bid? Unpacking the Real Reasons,"Trump's alleged role in Josh Shapiro's VP bid is questioned. Discover the real reasons behind Shapiro's rejection, from internal party politics to a damaging scandal.

Whatever you think of Donald J. ...",[],"https://images.jpost.com/image/upload/q_auto/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/616064",-0.1608,461647289,1,m.jpost.com,news,The Jerusalem Post | JPost.com,,2024-08-18
8279576339,eng,False,2024-08-18,02:28:22,2024-08-18T02:28:22Z,2024-08-18T02:26:22Z,news,0.0,https://www.jpost.com/opinion/article-815118,Did Trump Sabotage Josh Shapiro's VP Bid? Unpacking the Real Reasons,"Trump's alleged role in Josh Shapiro's VP bid is questioned. Discover the real reasons behind Shapiro's rejection, from internal party politics to a damaging scandal.

Whatever you think of Donald J. ...",[],"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/616064",0.0196,461644102,1,jpost.com,news,The Jerusalem Post,,2024-08-18
2024-08-457464197,eng,False,2024-08-18,01:55:55,2024-08-18T01:55:55Z,2024-08-18T01:55:09Z,news,0.5647,https://www.cbs17.com/news/north-carolina-news/trump-and-vance-to-speak-about-national-security-at-the-nc-aviation-museum-hall-of-fame-on-wednesday/,Trump and Vance to speak about national security at the NC Aviation Museum & Hall of Fame on Wednesday,"ASHEBORO, N.C. (WNCN) -- Former president Donald Trump and his running mate, Ohio senator JD Vance, will bring their campaign back to the Tar Heel State on Wednesday at the North Carolina Aviation ...",[],https://www.cbs17.com/wp-content/uploads/sites/29/2024/07/AP24202785279218-e1722478852295.jpg?strip=1&w=640,0.2627,461642155,1,cbs17.com,news,CBS17.com,eng-9822412,2024-08-18
2024-08-457463076,eng,False,2024-08-18,01:52:29,2024-08-18T01:52:29Z,2024-08-17T23:28:25Z,news,0.7569,https://eu.usatoday.com/story/news/politics/elections/2024/08/17/tim-walz-nebraska-rally/74819459007/,Tim Walz's home state rally in Nebraska spotlights competitive state swing district,"President Joe Biden called the selection of Minnesota Governor Tim Walz as Kamala Harris' running mate a ""great decision.""

La Vista, Neb. - Democratic vice presidential pick and Minnesota Gov. Tim ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/08/17/USAT/74844576007-walz.jpg?auto=webp&crop=2015,1134,x0,y0&format=pjpg&width=1200",0.0745,461641949,1,usatoday.com,news,USA Today,eng-9825668,2024-08-18
8279502104,eng,False,2024-08-18,00:10:48,2024-08-18T00:10:48Z,2024-08-18T00:09:43Z,news,0.0,https://kidotalkradio.com/ixp/1135/p/implications-of-musk-x-acquisition/,"Washington State to Elon Musk, ""dude Just step back a little.""","Full disclosure. I like Elon Musk; I've owned stock in his company, I drive an electric car. (Not necessarily any kind of badge of honor.)

I also know that Elon has his own issues. He is a brilliant ...","{'uri': ['uncle_dave@kidotalkradio.com'], 'name': ['Uncle Dave'], 'type': ['author'], 'isAgency': [False]}",https://townsquare.media/site/1135/files/2024/08/attachment-GettyImages-2153376775-e1723046977437.jpg?w=1200&q=75&format=natural,0.1373,461635848,1,kidotalkradio.com,news,KIDO Talk Radio,,2024-08-18
8279457782,eng,True,2024-08-17,23:29:01,2024-08-17T23:29:01Z,2024-08-17T22:53:45Z,news,0.0,https://www.ghanamma.com/2024/08/17/dont-allow-yourselves-to-be-deceived-vote-for-bawumia/,"Don't allow yourselves to be deceived, vote for Bawumia - Ghanamma.com","Ghanaian actor Kofi Adu, popularly known as Agya Koo, has urged Ghanaians to vote for Dr. Mahamudu Bawumia, the flagbearer of the New Patriotic Party (NPP), in the pending 2024 presidential ...",[],,0.5216,461633341,1,ghanamma.com,news,Ghanamma.com,,2024-08-18
