uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8275002618,eng,True,2024-08-14,21:14:44,2024-08-14T21:14:44Z,2024-08-14T21:10:04Z,news,0.0,https://wfin.com/fox-world-news/mideast-oil-powerhouse-bans-russian-shadow-fleet-vessels-that-seek-to-undermine-sanctions/,Mideast oil powerhouse bans Russian 'shadow fleet' vessels that seek to undermine sanctions - WFIN Local News,"By entering your email and pushing continue, you are agreeing to Fox News' Terms of Use and Privacy Policy, which includes our Notice of Financial Incentive.

The United Arab Emirates has pushed back ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,0.1137,461366084,1,wfin.com,news,WFIN,,2024-08-14
8274993550,eng,False,2024-08-14,21:06:44,2024-08-14T21:06:44Z,2024-08-14T21:01:07Z,news,0.0,https://www.naturalnews.com/2024-08-14-rfk-jr-vote-against-democrats-party-censorship-lawfare.html,"RFK Jr. says Americans must vote AGAINST the Democrats, the party of censorship and lawfare   - NaturalNews.com","On X, RFK Jr. declared that ""Europe has fallen"" to what he described as a ""dystopian reality"" crafted in the likeness of George Orwell's satirical ""Ministry of Truth."" RFK Jr. also took aim at Big ...",[],https://www.naturalnews.com/wp-content/uploads/sites/91/2024/08/Robert-F-Kennedy-Jr-SiriusXM-Town-Hall.jpg,0.1529,461365604,1,naturalnews.com,news,NaturalNews.com,,2024-08-14
8274996197,eng,False,2024-08-14,21:05:10,2024-08-14T21:05:10Z,2024-08-14T21:04:06Z,news,0.4627,https://acecomments.mu.nu/?post=411048,David French Is Voting for Abortion Power Couple Harris and Walz and Is Loud and Proud About It,"Quick Hit:

Minnesota Gov. Tim Walz joined Vice President Kamala Harris as she became the first sitting vice president to visit an abortion clinic, solidifying their pro-abortion stance ahead of the ...",[],,-0.0039,461365510,1,acecomments.mu.nu,news,acecomments.mu.nu,eng-9814737,2024-08-14
2024-08-454499532,eng,True,2024-08-14,20:45:39,2024-08-14T20:45:39Z,2024-08-14T19:34:41Z,news,0.0,https://www.newsobserver.com/opinion/us-viewpoints/article291002910.html,Will Walz Keep Nebraska's Blue Dot Blue?,"The 2024 presidential election, we are told, will be decided in a handful of battleground states. The race is so tight that a single Electoral College vote could determine the outcome. And that ...",[],https://www.mcclatchy-wires.com/incoming/crfwp0/picture286570560/alternates/LANDSCAPE_1140/f39bc8c3-b9f1-4284-a739-7e4410d97521,0.1216,461364339,13,newsobserver.com,news,The News&Observer,,2024-08-14
2024-08-454496363,eng,False,2024-08-14,20:42:06,2024-08-14T20:42:06Z,2024-08-14T20:19:16Z,news,0.7922,https://www.newsmax.com/newsfront/letitia-james-tech-companies-election/2024/08/14/id/1176534/,N.Y. AG James Wary of Election 'Misinformation',"New York Attorney General Letitia James sent a letter this week to major tech companies calling for them to prevent the spread of ""misinformation"" before the 2024 presidential election, ABC News ...","{'uri': ['theodore_bunker@newsmax.com'], 'name': ['Theodore Bunker'], 'type': ['author'], 'isAgency': [False]}",https://www.newsmax.com/CMSPages/GetFile.aspx?guid=5609333b-1768-46bf-8b07-94c662d96298&SiteName=Newsmax&maxsidesize=280,0.0588,461364126,1,newsmax.com,news,NewsMax,eng-9818058,2024-08-14
8274973019,eng,False,2024-08-14,20:39:25,2024-08-14T20:39:25Z,2024-08-14T20:38:58Z,news,0.4902,https://www.theroot.com/new-poll-shows-things-have-taken-a-major-turn-in-which-1851622493,New Poll Shows Things Have Taken A Major Turn In Which Presidential Candidate Is Leading In Battleground States,"The Cook Political Report has released a new survey that reveals things have taken a drastic turn when it comes to the 2024 presidential election. The survey, which was conducted by the Democratic ...",[],"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b53d2f5188ea77b92b5602dbcca782a3.jpg",-0.1608,461363965,1,theroot.com,news,The Root,eng-9814495,2024-08-14
8274964939,eng,True,2024-08-14,20:30:57,2024-08-14T20:30:57Z,2024-08-14T20:30:15Z,news,0.0,https://1010wcsi.com/fox-world/mideast-oil-powerhouse-bans-russian-shadow-fleet-vessels-that-seek-to-undermine-sanctions/,Mideast oil powerhouse bans Russian 'shadow fleet' vessels that seek to undermine sanctions - 1010 WCSI,"By entering your email and pushing continue, you are agreeing to Fox News' Terms of Use and Privacy Policy, which includes our Notice of Financial Incentive.

The United Arab Emirates has pushed back ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,0.1137,461363457,1,1010wcsi.com,news,1010 WCSI,,2024-08-14
2024-08-454481959,eng,True,2024-08-14,20:19:35,2024-08-14T20:19:35Z,2024-08-14T19:34:41Z,news,0.0,https://www.kansascity.com/opinion/us-viewpoints/article291002910.html,Will Walz Keep Nebraska's Blue Dot Blue?,"The 2024 presidential election, we are told, will be decided in a handful of battleground states. The race is so tight that a single Electoral College vote could determine the outcome. And that ...",[],https://www.mcclatchy-wires.com/incoming/crfwp0/picture286570560/alternates/LANDSCAPE_1140/f39bc8c3-b9f1-4284-a739-7e4410d97521,0.1216,461362775,13,kansascity.com,news,The Kansas City Star,,2024-08-14
2024-08-454478321,eng,True,2024-08-14,20:13:40,2024-08-14T20:13:40Z,2024-08-14T19:34:41Z,news,0.0,https://www.sanluisobispo.com/opinion/us-viewpoints/article291002910.html,Will Walz Keep Nebraska's Blue Dot Blue?,"The 2024 presidential election, we are told, will be decided in a handful of battleground states. The race is so tight that a single Electoral College vote could determine the outcome. And that ...",[],https://www.mcclatchy-wires.com/incoming/crfwp0/picture286570560/alternates/LANDSCAPE_1140/f39bc8c3-b9f1-4284-a739-7e4410d97521,0.1216,461362420,13,sanluisobispo.com,news,The Tribune,,2024-08-14
2024-08-454477859,eng,True,2024-08-14,20:11:59,2024-08-14T20:11:59Z,2024-08-14T19:34:41Z,news,0.0,https://www.bradenton.com/opinion/us-viewpoints/article291002910.html,Will Walz Keep Nebraska's Blue Dot Blue?,"The 2024 presidential election, we are told, will be decided in a handful of battleground states. The race is so tight that a single Electoral College vote could determine the outcome. And that ...",[],https://www.mcclatchy-wires.com/incoming/crfwp0/picture286570560/alternates/LANDSCAPE_1140/f39bc8c3-b9f1-4284-a739-7e4410d97521,0.1216,461362319,13,bradenton.com,news,Bradenton Herald,,2024-08-14
2024-08-454475419,eng,True,2024-08-14,20:07:05,2024-08-14T20:07:05Z,2024-08-14T20:02:02Z,news,0.0,https://www.sanluisobispo.com/news/nation-world/national/article291061995.html,Donald Trump Ally Criticizes His Rallies,"Peter Navarro, a former trade adviser to President Donald Trump, criticized the GOP candidate's campaign rallies in an opinion piece yesterday, urging a strategic shift to include video clips and more ...","{'uri': ['mandy_taheri@sanluisobispo.com'], 'name': ['Mandy Taheri'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/8egrlt/picture291061870/alternates/LANDSCAPE_1140/daac77ca-f8b2-4069-92fa-49534549e038,-0.2784,461362025,1,sanluisobispo.com,news,The Tribune,,2024-08-14
8274930841,eng,False,2024-08-14,20:05:58,2024-08-14T20:05:58Z,2024-08-14T19:57:28Z,news,0.451,https://patriotpost.us/opinion/109368-the-legacy-medias-last-gasp-2024-08-14,The Legacy Media's Last Gasp?,"Sooner or later, the American people will wise up to the legacy media and realize that they belong on the ash heap of history.

This week, alleged comedian Stephen Colbert had on CNN's Kaitlan Collins ...",[],https://img.patriotpost.us/01GR4QNK1K7PV7B16TYRNJ89RV.jpeg,0.2314,461361958,1,patriotpost.us,news,The Patriot Post,eng-9814152,2024-08-14
2024-08-454473346,eng,True,2024-08-14,20:04:25,2024-08-14T20:04:25Z,2024-08-14T19:34:41Z,news,0.0,https://www.sunherald.com/opinion/us-viewpoints/article291002910.html,Will Walz Keep Nebraska's Blue Dot Blue?,"The 2024 presidential election, we are told, will be decided in a handful of battleground states. The race is so tight that a single Electoral College vote could determine the outcome. And that ...",[],https://www.mcclatchy-wires.com/incoming/crfwp0/picture286570560/alternates/LANDSCAPE_1140/f39bc8c3-b9f1-4284-a739-7e4410d97521,0.1216,461361865,13,sunherald.com,news,Sun Herald,,2024-08-14
