uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8339104477,eng,True,2024-09-27,05:10:53,2024-09-27T05:10:53Z,2024-09-27T05:10:20Z,news,0.0,https://canadianinquirer.net/2024/09/27/post-election-violence-is-possible-in-us-political-scientist-says-%e2%88%92-and-it-could-be-worse-than-jan-6/,"Post-election violence is possible in US, political scientist says - and it could be worse than Jan. 6","Should Americans be bracing for bloodshed if Donald Trump loses the 2024 presidential election?

As a political scientist who studies American politics, I can easily imagine a repeat of the Jan. 6, ...","{'uri': ['arianne_lacanilao@canadianinquirer.net'], 'name': ['Arianne Lacanilao'], 'type': ['author'], 'isAgency': [False]}",https://canadianinquirer.net/wp-content/uploads/2024/09/pexels-life-matters-3043471-4614149-1000x600.jpg,0.0039,465109853,1,canadianinquirer.net,news,Philippine Canadian Inquirer,,2024-09-27
2024-09-497780921,eng,True,2024-09-27,04:48:32,2024-09-27T04:48:32Z,2024-09-27T04:48:25Z,news,0.0,https://www.nbcbayarea.com/decision-2024/venture-capitalist-support-fuels-both-harris-trump-campaigns/3663508/?os=icxa75gdubbewzke8c&ref=app,"Venture capitalist support fuels both Harris, Trump campaigns","With the 2024 presidential election drawing near, efforts have been focused on key battleground states in the Midwest and Northeast. However, the spotlight is now on Silicon Valley, as venture ...","{'uri': ['emma_goss@nbcbayarea.com'], 'name': ['Emma Goss'], 'type': ['author'], 'isAgency': [False]}",https://media.nbcbayarea.com/2024/09/image_a44eb1.png?resize=1200%2C675&quality=85&strip=all,0.2314,465108512,1,nbcbayarea.com,news,NBC Bay Area,,2024-09-27
2024-09-497768982,eng,True,2024-09-27,04:28:50,2024-09-27T04:28:50Z,2024-09-27T03:41:00Z,news,0.0,https://gazette.com/news/wex/civil-war-reenactment-there-are-some-echoes-of-the-1861-65-conflict-amid-the-nation/article_e1c62751-b130-55a0-a1b1-b4a419e50319.html,Civil War reenactment: There are some echoes of the 1861-65 conflict amid the nation's current divisions,Former Russian Prime Minister and longtime Vladimir Putin ally Dmitry Medvedev recently made a bold prediction that the United States would soon collapse into a second civil war brought on by the 2024 ...,"{'uri': ['washington_examiner@gazette.com'], 'name': ['Washington Examiner'], 'type': ['author'], 'isAgency': [False]}",https://bloximages.newyork1.vip.townnews.com/gazette.com/content/tncms/custom/image/3f755dae-418c-11e8-a244-53852639d709.png?crop=235%2C235%2C1%2C0&resize=200%2C200&order=crop%2Cresize,-0.6549,465107330,1,gazette.com,news,Colorado Springs Gazette,,2024-09-27
8339052990,eng,False,2024-09-27,04:14:55,2024-09-27T04:14:55Z,2024-09-27T04:14:36Z,news,0.5569,https://tjvnews.com/2024/09/trump-to-meet-with-ukrainian-president-zelensky-amid-speculation-on-their-relationship/,Trump to Meet with Ukrainian President Zelensky Amid Speculation on Their Relationship - The Jewish Voice,"Ahead of Netanyahu's UN Address, Over Two Dozen Protesters Arrested During Anti-Israel Demonstration in Manhattan

Trump to Meet with Ukrainian President Zelensky Amid Speculation on Their ...",[],https://tjvnews.com/wp-content/uploads/2024/09/trump-zel.png,-0.2627,465106495,1,tjvnews.com,news,The Jewish Voice,eng-9936226,2024-09-27
2024-09-497739513,eng,False,2024-09-27,03:39:31,2024-09-27T03:39:31Z,2024-09-27T03:39:15Z,news,0.0,https://ourtimepress.com/republicans-ramp-up-vote-suppression-and-voter-challenges-in-the-lead-up-to-november-2024-presidential-election/,Republicans Ramp Up Vote Suppression and Voter Challenges in the Lead Up to November 2024 Presidential Election,"By Mary Alice Miller

Remember Georgia? You know, that time on January 2, 2021 when former President Donald, now convicted felon, Donald Trump called Georgia Secretary of State Brad Raffensperger ...",[],,0.1843,465104371,1,ourtimepress.com,news,Our Time Press,,2024-09-27
2024-09-497719194,eng,False,2024-09-27,03:02:58,2024-09-27T03:02:58Z,2024-09-27T02:53:35Z,news,0.0,https://thehill.com/homenews/campaign/4902704-former-kansas-gop-senator-nancy-kassebaum-endorses-kamala-harris/,Ex-Kansas GOP senator backs Harris,"Former Kansas Republican Sen. Nancy Kassebaum (R-Kan.) is endorsing Vice President Harris in the 2024 presidential election, stating the White House contest ""presents a stark choice that is not easy ...","{'uri': ['filip_timotija@thehill.com'], 'name': ['Filip Timotija'], 'type': ['author'], 'isAgency': [False]}",https://thehill.com/wp-content/uploads/sites/2/2024/09/AP01052302808.jpg?strip=1&w=640,0.1922,465102178,1,thehill.com,news,The Hill,,2024-09-27
8338984825,eng,False,2024-09-27,02:47:25,2024-09-27T02:47:25Z,2024-09-27T02:47:06Z,news,0.0,https://www.washingtonexaminer.com/premium/3163184/civil-war-reenactment/,Civil War reenactment - Washington Examiner,Former Russian Prime Minister and longtime Vladimir Putin ally Dmitry Medvedev recently made a bold prediction that the United States would soon collapse into a second civil war brought on by the 2024 ...,"{'uri': ['john_scott_lewinski@washingtonexaminer.com'], 'name': ['John Scott Lewinski'], 'type': ['author'], 'isAgency': [False]}",https://www.washingtonexaminer.com/wp-content/uploads/2024/09/WB.campaign1002.webp,-0.4588,465101245,1,washingtonexaminer.com,news,Washington Examiner,,2024-09-27
8338983792,eng,False,2024-09-27,02:45:44,2024-09-27T02:45:44Z,2024-09-27T02:45:25Z,news,0.0,https://www.benzinga.com/markets/equities/24/09/41059488/trump-media-shareholder-uav-sells-over-7m-shares-following-lock-up-expiration-retains-minimal-st,"Trump Media Shareholder UAV Sells Over 7M Shares Following Lock-Up Expiration, Retains Minimal Stake - Trump Media & Technology (NASDAQ:DJT)","United Atlantic Ventures sold over seven million shares of Trump Media & Technology Group Corp DJT on Thursday, according to the company's regulatory filing with U.S. Securities and Exchange ...","{'uri': ['kaustubh_bagalkote@benzinga.com'], 'name': ['Kaustubh Bagalkote'], 'type': ['author'], 'isAgency': [False]}",https://cdn.benzinga.com/files/images/story/2024/09/26/Meeting-With-Trump.jpeg?width=1200&height=800&fit=crop,0.3098,465101144,1,benzinga.com,news,Benzinga,,2024-09-27
2024-09-497709203,eng,True,2024-09-27,02:41:23,2024-09-27T02:41:23Z,2024-09-27T02:41:09Z,news,0.0,https://www.nbcbayarea.com/decision-2024/venture-capitalist-support-fuels-both-harris-trump-campaigns/3663508/?os=fuzzscan3wotr&ref=app,"Venture capitalist support fuels both Harris, Trump campaigns","With the 2024 presidential election drawing near, efforts have been focused on key battleground states in the Midwest and Northeast. However, the spotlight is now on Silicon Valley, as venture ...","{'uri': ['emma_goss@nbcbayarea.com'], 'name': ['Emma Goss'], 'type': ['author'], 'isAgency': [False]}",https://media.nbcbayarea.com/2024/09/image_a44eb1.png?resize=1200%2C675&quality=85&strip=all,0.2314,465100883,1,nbcbayarea.com,news,NBC Bay Area,,2024-09-27
2024-09-497705814,eng,True,2024-09-27,02:34:33,2024-09-27T02:34:33Z,2024-09-27T02:34:22Z,news,0.0,https://www.industriesnews.net/news/274640671/biden-drains-remaining-ukraine-aid-funds,Biden drains remaining Ukraine aid funds,"The US president's authorization from Congress to spend the money expires next week

US President Joe Biden announced nearly $8 billion in military aid to Ukraine on Thursday, releasing the remaining ...",[],https://cdn.bignewsnetwork.com/rtc1727360029.jpg,0.098,465100473,1,industriesnews.net,news,industriesnews.net,,2024-09-27
8338970049,eng,False,2024-09-27,02:23:31,2024-09-27T02:23:31Z,2024-09-27T02:22:29Z,news,0.0,https://deadline.com/2024/09/taylor-swift-kamala-harris-endorsement-triggers-megyn-kelly-meltdown-1236085025/,"Taylor Swift's Kamala Harris Endorsement Triggers Megyn Kelly Into Meltdown: ""Taylor & Her Boyfriend Travis Kelce Are The Epitomes Of Elite Snobs""","Foo Fighters Cancel Soundside Music Festival Show After Dave Grohl's Family Announcement; Jack White & Greta Van Fleet Step In

After the ""Look What You Made Me Do"" singer publicly endorsed Kamala ...","{'uri': ['armando_tinoco@deadline.com'], 'name': ['Armando Tinoco'], 'type': ['author'], 'isAgency': [False]}",https://deadline.com/wp-content/uploads/2024/09/taylor-swift-megyn-kelly.jpg?w=1024,0.2706,465099811,1,deadline.com,news,Deadline,,2024-09-27
8338968541,eng,False,2024-09-27,02:22:05,2024-09-27T02:22:05Z,2024-09-27T02:20:46Z,news,0.8353,https://wfin.com/fox-political-news/house-oversight-probes-fccs-expedited-approval-of-soros-purchase-of-200-radio-stations-ahead-of-election/,House Oversight probes FCC's expedited approval of Soros purchase of 200+ radio stations ahead of election - WFIN Local News,The Federal Communications Commission (FCC) expedited a decision to allow Democrat megadonor George Soros to obtain a major stake in more than 200 radio stations -- a move the House Oversight ...,[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,-0.0353,465099725,1,wfin.com,news,WFIN,eng-9933474,2024-09-27
8338961349,eng,True,2024-09-27,02:12:55,2024-09-27T02:12:55Z,2024-09-27T02:10:00Z,news,0.0,https://www.the-star.co.ke/news/world/2024-09-27-china-is-part-of-the-us-election-but-only-from-one-candidate/,China is part of the US election - but only from one candidate,"The US and China are the two largest economies in the world. They have the two most powerful militaries in the world. The US-China rivalry, in the view of many international analysts, will be the ...","{'uri': ['https@the-star.co.ke'], 'name': ['https'], 'type': ['author'], 'isAgency': [False]}",https://lh3.googleusercontent.com/njxFL63PGp9AKz9NC9GAFD44oyjMCtcoTAQ3V7hAfT2Dvsnq4L9KBM6Wo3g7Nn8PBz9aPL17JDocHd4njMTgaJo0e9DAdC3RqNjfrwgYTQ=s1000,-0.051,465099175,1,the-star.co.ke,news,The Star,,2024-09-27
