uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8340605528,eng,False,2024-09-28,05:40:00,2024-09-28T05:40:00Z,2024-09-28T05:39:17Z,news,0.0,https://www.benzinga.com/news/24/09/41078459/vice-president-harris-promises-tougher-border-security-and-immigration-reform-in-arizona,Vice President Harris Promises Tougher Border Security And Immigration Reform In Arizona,"Vice President Kamala Harris committed to signing a new version of a bipartisan Senate border security bill during a campaign event in Douglas, Arizona, on Friday.

What Happened: In her first visit ...","{'uri': ['rounak_jain@benzinga.com'], 'name': ['Rounak Jain'], 'type': ['author'], 'isAgency': [False]}",https://cdn.benzinga.com/files/images/story/2024/09/28/Trump-Seen-as-Having-More-Market-Influen.jpeg?width=1200&height=800&fit=crop,0.2078,465198000,1,benzinga.com,news,Benzinga,,2024-09-28
8340572835,eng,False,2024-09-28,04:56:16,2024-09-28T04:56:16Z,2024-09-28T04:56:02Z,news,0.0,https://www.benzinga.com/news/24/09/41078411/us-charges-iranian-hackers-for-interfering-in-2024-presidential-election,US Charges Iranian Hackers For Interfering In 2024 Presidential Election,"Ahead of the 2024 US presidential election, the Justice Department has unveiled charges against three Iranian hackers accused of disrupting Donald Trump's campaign.

What Happened: The U.S. Justice ...","{'uri': ['rounak_jain@benzinga.com'], 'name': ['Rounak Jain'], 'type': ['author'], 'isAgency': [False]}",https://cdn.benzinga.com/files/images/story/2024/09/28/Trump-Backtracked-On-His-Initial-Prefere.jpeg?width=1200&height=800&fit=crop,-0.2314,465195376,1,benzinga.com,news,Benzinga,,2024-09-28
8340548939,eng,False,2024-09-28,04:22:07,2024-09-28T04:22:07Z,2024-09-28T04:21:28Z,news,0.0,https://www.christianpost.com/news/christian-org-to-raise-60-million-to-mobilize-christian-vote-in-2024.html,Evangelical grassroots group plans to raise $62M to mobilize the Christian vote in 2024,"Editors' note: This is part 17 of The Christian Post's year-long articles series ""Politics in the Pews: Evangelical Christian engagement in elections from the Moral Majority to today."" In this series, ...",[],https://cdn.christianpost.com/files/original/thumbnail/26/14/261442.jpg,0.3412,465193327,15,christianpost.com,news,The Christian Post,,2024-09-28
8340542221,eng,False,2024-09-28,04:12:26,2024-09-28T04:12:26Z,2024-09-28T04:11:47Z,news,0.0,https://ceylontoday.lk/2024/09/28/tamils-support-southern-politicians-amidst-continued-tamil-centric-political-drive/,Tamils Support Southern Politicians amidst Continued Tamil-Centric Political Drive - Ceylon Today,"In a significant political move, Tamil parties in Sri Lanka's North and East aimed to make a historic impact by nominating P. Ariyanethiran, a senior member of the Ilankai Tamil Arasu Kachchi (ITAK), ...","{'uri': ['sulochana_ramiah_mohan@ceylontoday.lk'], 'name': ['Sulochana Ramiah Mohan'], 'type': ['author'], 'isAgency': [False]}",https://ceylontoday.lk/wp-content/uploads/2024/09/4343.jpg,0.3647,465192746,15,ceylontoday.lk,news,CeylonToday,,2024-09-28
8340538711,eng,False,2024-09-28,04:08:18,2024-09-28T04:08:18Z,2024-09-28T04:07:23Z,news,0.0,https://www.democraticunderground.com/100219510664,Why Donny's ao vile,Jen Rubin discusses the stark contrasts between Kamala Harris and Donald Trump as candidates for the 2024 presidential election. She emphasizes Harris's serious approach to economic policy and foreign ...,[],,0.0431,465192498,1,democraticunderground.com,news,Democratic Underground,,2024-09-28
8340530191,eng,False,2024-09-28,03:55:36,2024-09-28T03:55:36Z,2024-09-28T03:54:36Z,news,0.6863,https://www.newsdirectory3.com/north-koreas-nuclear-secret-iaea-chief-demands-transparency-as-us-ally-warns-of-pyongyangs-surpassing-capabilities/,North Korea's Nuclear Secret: IAEA Chief Demands Transparency as US Ally Warns of Pyongyang's Surpassing Capabilities - News Directory 3,"""We must recognize that North Korea has nuclear weapons and engage in dialogue.""

Rafael Grossi (63), Secretary General of the International Atomic Energy Agency (IAEA), which oversees the ...",[],https://dimg1.donga.com/wps/NEWS/IMAGE/2024/09/28/130120790.1.png,-0.2392,465191736,1,newsdirectory3.com,news,News Directory 3,eng-9934932,2024-09-28
2024-09-498795198,eng,False,2024-09-28,03:48:18,2024-09-28T03:48:18Z,2024-09-27T20:33:40Z,news,0.7137,https://www.azcentral.com/story/news/politics/elections/2024/09/27/where-is-cochise-college-kamala-harris/75408030007/,Kamala Harris will speak at this school. What to know about Cochise College,"Kamala Harris is visiting southern Arizona and the U.S.-Mexico border on Friday.

Harris will be in Douglas on Friday, where she will tour a port of entry being revitalized by $400 million that was ...","{'uri': ['shelby_slade@azcentral.com'], 'name': ['Shelby Slade'], 'type': ['author'], 'isAgency': [False]}","https://www.azcentral.com/gcdn/authoring/authoring-images/2024/09/27/PPHX/75412939007-20240927-t-160305-z-1136577723-rc-249-aaa-7-mfp-rtrmadp-3-usaelectionharris.JPG?crop=2141,1205,x0,y310&width=1600&height=800&format=pjpg&auto=webp",0.0118,465191298,1,azcentral.com,news,AZ Central,eng-9945138,2024-09-28
8340505833,eng,False,2024-09-28,03:15:44,2024-09-28T03:15:44Z,2024-09-28T03:15:23Z,news,0.0,https://ceylontoday.lk/2024/09/28/how-akd-becamemore-than-just-a-name/,How 'AKD' becamemore than just a name - Ceylon Today,"""They thought they buried us, but they didn't know we were seeds.""

President Anura Kumara Dissanayake posted this internationally famous quote, widely used by activists fighting against repression, ...","{'uri': ['methmalie_dissanayake@ceylontoday.lk'], 'name': ['Methmalie Dissanayake'], 'type': ['author'], 'isAgency': [False]}",https://ceylontoday.lk/wp-content/uploads/2024/09/1-15.jpg,0.0588,465189344,15,ceylontoday.lk,news,CeylonToday,,2024-09-28
8340498725,eng,True,2024-09-28,03:14:54,2024-09-28T03:14:54Z,2024-09-28T03:04:48Z,news,0.0,https://www.thenews.com.pk/print/1234617-us-charges-three-iranians-over-trump-campaign-hack,US charges three Iranians over Trump campaign hack,"WASHINGTON: The United States unveiled charges on Friday against three individuals as it accused Iran of election interference, saying malicious actors had hacked the campaign of former president ...",[],https://www.thenews.com.pk/assets/uploads/akhbar/2024-09-28/l_1234617_062152_updates.jpg,-0.098,465189294,1,thenews.com.pk,news,The News International,,2024-09-28
8340499817,eng,True,2024-09-28,03:06:48,2024-09-28T03:06:48Z,2024-09-28T03:06:30Z,news,0.0,https://www.nbcnewyork.com/entertainment/chappell-roan-all-things-go/5836190/?os=avdavdxhup&ref=app,Chappell Roan drops out of All Things Go citing 'overwhelming' few weeks,"The skyrocketing artist was set to perform back-to-back shows in New York City and Washington, D.C. this weekend as part of the All Things Go festival.

In a surprise announcement Friday, the ""HOT TO ...",[],https://media.nbcnewyork.com/2024/07/107434436-1719518734667-gettyimages-2157868302-eg207803_9tkpnrel.jpeg?quality=85&strip=all&resize=1200%2C675,0.2314,465188808,1,nbcnewyork.com,news,NBC New York,,2024-09-28
8340497324,eng,True,2024-09-28,03:03:59,2024-09-28T03:03:59Z,2024-09-28T03:03:00Z,news,0.0,https://1010wcsi.com/fox-politics/vulnerable-dem-senator-ripped-for-votes-on-key-2024-rust-belt-issue-lockstep-with-harris/,Vulnerable Dem senator ripped for votes on key 2024 Rust Belt issue: 'Lockstep' with Harris - 1010 WCSI,"As fracking continues to be a key issue in many of the Rust Belt swing states that could decide the 2024 presidential election, incumbent Democratic Ohio Sen. Sherrod Brown is facing increased ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,-0.2392,465188639,1,1010wcsi.com,news,1010 WCSI,,2024-09-28
2024-09-498772896,eng,True,2024-09-28,02:54:16,2024-09-28T02:54:16Z,2024-09-28T02:54:01Z,news,0.0,https://themoderatevoice.com/post-election-violence-is-possible-in-us-political-scientist-says-%E2%88%92-and-it-could-be-worse-than-jan-6/,"Post-election violence is possible in US, political scientist says - and it could be worse than Jan. 6 - The Moderate Voice","Should Americans be bracing for bloodshed if Donald Trump loses the 2024 presidential election?

As a political scientist who studies American politics, I can easily imagine a repeat of the Jan. 6, ...","{'uri': ['guest_voice@themoderatevoice.com'], 'name': ['Guest Voice'], 'type': ['author'], 'isAgency': [False]}",https://themoderatevoice.com/wp-content/uploads/2024/09/11115-1.jpg,-0.1373,465188056,1,themoderatevoice.com,news,The Moderate Voice,,2024-09-28
8340489917,eng,True,2024-09-28,02:49:27,2024-09-28T02:49:27Z,2024-09-28T02:48:47Z,news,0.0,https://7news.com.au/entertainment/chappell-roan-pulls-out-of-all-things-go-music-festival-shows-days-after-backlash-over-us-presidential-election-comments--c-16209000,Chappell Roan pulls out of major US music festival over health concerns,Chappell Roan -- who faced a days-long backlash online for her recent comments about the November presidential election -- announced Friday that she is dropping out of the All Things Go music ...,[],https://images.7news.com.au/publication/C-16209000/74dec15360f8c97efce69180820ada2c9e78be03-16x9-x0y111w3998h2249.jpg?imwidth=1200,0.3961,465187767,1,7news.com.au,news,7NEWS.com.au,,2024-09-28
