uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8278511530,eng,False,2024-08-17,05:35:45,2024-08-17T05:35:45Z,2024-08-17T05:34:04Z,news,0.5647,https://jamaica-gleaner.com/article/letters/20240817/kamala-harris-course-becoming-next-us-president,Kamala Harris on course to becoming the next US president,"I am writing with reference to the article, 'Undecided Jamaicans in diaspora await convention speech to decide on Harris', published in The Gleaner on August 14.

I have voted 10 times in US ...",[],https://jamaica-gleaner.com/sites/all/modules/features/jg_article/images/gleanerlogo300x300.png,eng-9820712,0.1765,461568945,13,jamaica-gleaner.com,news,Jamaica Gleaner,2024-08-17
8278482330,eng,False,2024-08-17,05:00:38,2024-08-17T05:00:38Z,2024-08-17T04:59:38Z,news,0.5647,https://www.ft.com/content/6615c417-6711-4570-a4af-913c25b65722,Transcript: Swamp Notes  --  Why more Latinos are voting Republican,"Sonja Hutson

Latino voters favoured Joe Biden over Donald Trump by a 33-point margin in 2020. By the time he dropped out of the race last month, Biden's lead with Latinos had narrowed to single ...",[],https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fwww.ft.com%2F__origami%2Fservice%2Fimage%2Fv2%2Fimages%2Fraw%2Fhttps%253A%252F%252Fd1e00ek4ebabms.cloudfront.net%252Fproduction%252F21424a84-3203-4366-9757-a65f4093e12a.jpg%3Fsource%3Dnext-article%26fit%3Dscale-down%26quality%3Dhighest%26width%3D700%26dpr%3D1?source=next-opengraph&fit=scale-down&width=900,eng-9822058,0.0667,461566838,1,ft.com,news,Financial Times News,2024-08-17
2024-08-456768881,eng,False,2024-08-17,03:35:53,2024-08-17T03:35:53Z,2024-08-17T03:35:30Z,news,0.5843,https://foreignaffairs.co.nz/2024/08/17/mil-osi-global-where-harris-and-trump-stand-on-cryptocurrencies-and-how-it-could-sway-some-american-voters/,MIL-OSI Global: Where Harris and Trump stand on cryptocurrencies -- and how it could sway some American voters,"Source: The Conversation - Canada - By Denis Schweizer, Professor of Finance, Concordia University

Donald Trump's recent embrace of cryptocurrency at the Bitcoin 2024 conference in Nashville marks a ...","{'uri': ['mil_osi_publisher@foreignaffairs.co.nz'], 'name': ['Mil-Osi Publisher'], 'type': ['author'], 'isAgency': [False]}",,eng-9820774,0.2392,461561753,1,foreignaffairs.co.nz,news,foreignaffairs.co.nz,2024-08-17
2024-08-456752800,eng,False,2024-08-17,02:56:33,2024-08-17T02:56:33Z,2024-08-17T02:52:12Z,news,0.4902,https://thehill.com/homenews/4832358-washington-post-kamala-harris-economic-plan/,Washington Post hits Harris over 'populist gimmicks' in economic proposal,"The Washington Post Editorial Board on Friday slammed Vice President Harris over her newly-announced economic agenda, which they characterized as ""populist gimmicks.""

""Vice President Kamala Harris's ...","{'uri': ['eden_teshome@thehill.com'], 'name': ['Eden Teshome'], 'type': ['author'], 'isAgency': [False]}",https://thehill.com/wp-content/uploads/sites/2/2024/08/harriskamala_080624gn11_w.jpg?strip=1&w=640,eng-9818673,0.1686,461559393,1,thehill.com,news,The Hill,2024-08-17
2024-08-456747124,eng,False,2024-08-17,02:38:50,2024-08-17T02:38:50Z,2024-08-17T02:35:26Z,news,0.0,https://www.wivb.com/news/local-news/buffalo/local-lawmakers-react-to-peruvian-gang-leader-arrest-in-new-york/,Local lawmakers react to Peruvian gang leader arrest in New York,"BUFFALO, N.Y. (WIVB) -- Gianfranco Torres-Navarro, a Peruvian gang leader accused of killing 23 people in his home country, was arrested this week near Binghamton. He illegally crossed the Southern ...","{'uri': ['trina_catterson@wivb.com'], 'name': ['Trina Catterson'], 'type': ['author'], 'isAgency': [False]}",https://www.wivb.com/wp-content/uploads/sites/97/2024/08/Local-lawmakers-react-to-Peruvian-gang-leader-arrest-in-New-York.png?strip=1&w=640,,-0.2863,461558330,1,wivb.com,news,wivb4,2024-08-17
8278342068,eng,True,2024-08-17,01:39:43,2024-08-17T01:39:43Z,2024-08-17T01:38:26Z,news,0.0,https://www.sbsun.com/2024/08/16/san-bernardino-county-mistakenly-qualifies-5-candidates-for-nov-5-election/,San Bernardino County mistakenly qualifies 5 candidates for Nov. 5 election,"A clerical error by the San Bernardino County registrar mistakenly led a handful of people running for local offices to believe they qualified for the Nov. 5 ballot, officials said.

After the ...","{'uri': ['micaela_ricaforte@sbsun.com'], 'name': ['Micaela Ricaforte'], 'type': ['author'], 'isAgency': [False]}",https://www.sbsun.com/wp-content/uploads/2024/08/SBS-L-HOWTOVOTE-1102-01-WP.jpg?w=640,,-0.2549,461554783,1,sbsun.com,news,San Bernardino Sun,2024-08-17
8278341811,eng,False,2024-08-17,01:38:42,2024-08-17T01:38:42Z,2024-08-17T01:37:48Z,news,0.0,https://www.redlandsdailyfacts.com/2024/08/16/san-bernardino-county-mistakenly-qualifies-5-candidates-for-nov-5-election/,San Bernardino County mistakenly qualifies 5 candidates for Nov. 5 election,"A clerical error by the San Bernardino County registrar mistakenly led a handful of people running for local offices to believe they qualified for the Nov. 5 ballot, officials said.

After the ...","{'uri': ['micaela_ricaforte@redlandsdailyfacts.com'], 'name': ['Micaela Ricaforte'], 'type': ['author'], 'isAgency': [False]}",https://www.redlandsdailyfacts.com/wp-content/uploads/2024/08/SBS-L-HOWTOVOTE-1102-01-WP.jpg?w=640,,-0.2549,461554722,1,redlandsdailyfacts.com,news,Redlands Daily Facts,2024-08-17
8278325230,eng,True,2024-08-17,01:10:21,2024-08-17T01:10:21Z,2024-08-17T01:09:48Z,news,0.0,https://www.shorenewsnetwork.com/2024/08/16/traffic-alert-cranbury-road-closure-overnight/,Traffic Alert: Cranbury Road Closure Overnight,"BEDMINSTER, NJ - New Jersey has postponed a critical hearing concerning the potential revocation of liquor licenses at three golf courses owned by former President Donald Trump.

This delay stems from ...",[],https://www.shorenewsnetwork.com/wp-content/uploads/2019/07/bigstock-Worker-Operating-Asphalt-Paver-266523949.jpg,,-0.098,461553021,1,shorenewsnetwork.com,news,Shore News Network,2024-08-17
8278312811,eng,False,2024-08-17,00:51:59,2024-08-17T00:51:59Z,2024-08-17T00:50:58Z,news,0.5608,https://northplattebulletin.com/presidential-race-historic-changes/,Presidential race: Historic changes,"by: Kristi Smith and George Lauby, The North Platte Bulletin - Aug. 16, 2024

With 81 days left until the 2024 presidential election, the situation has almost seemed to be changing daily.

The ...","{'uri': ['george_lauby@northplattebulletin.com'], 'name': ['George Lauby'], 'type': ['author'], 'isAgency': [False]}",https://northplattebulletin.com/wp-content/uploads/2024/08/Trio-Presidential-nt.jpg,eng-9823470,0.098,461551919,1,northplattebulletin.com,news,North Platte Bulletin,2024-08-17
2024-08-456706190,eng,False,2024-08-17,00:48:06,2024-08-17T00:48:06Z,2024-08-17T00:34:00Z,news,0.0,https://www.shorenewsnetwork.com/2024/08/16/new-jersey-yet-to-set-new-hearing-to-revoke-trump-owned-golf-courses/,New Jersey Yet to Set New Hearing to Revoke Trump Owned Golf Courses,"BEDMINSTER, NJ - New Jersey has postponed a critical hearing concerning the potential revocation of liquor licenses at three golf courses owned by former President Donald Trump.

This delay stems from ...","{'uri': ['phil_stilton@shorenewsnetwork.com'], 'name': ['Phil Stilton'], 'type': ['author'], 'isAgency': [False]}",https://www.shorenewsnetwork.com/wp-content/uploads/2024/08/Trump-Golf.jpg,,-0.2,461551686,1,shorenewsnetwork.com,news,Shore News Network,2024-08-17
2024-08-456700216,eng,True,2024-08-17,00:30:04,2024-08-17T00:30:04Z,2024-08-17T00:29:55Z,news,0.0,https://foxwilmington.com/political-parallels-between-1968-and-2024-as-the-democrats-return-to-chicago/,Political parallels between 1968 and 2024 as the Democrats return to Chicago,"Fox News senior congressional correspondent Chad Pergram has the latest on economic woes ahead of the 2024 presidential election on 'Special Report.'

They want to see what unfolds this week in ...",[],https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2024/08/1024/512/KAMALA-HARRIS-DNC.jpg?ve=1&tl=1,,-0.098,461550604,1,foxwilmington.com,news,foxwilmington.com,2024-08-17
8278288374,eng,False,2024-08-17,00:13:28,2024-08-17T00:13:28Z,2024-08-17T00:11:45Z,news,0.6314,https://legalnewsline.com/stories/663030338-marshall-files-24-state-brief-on-voter-eligibility-ahead-of-2024-election,Marshall files 24-state brief on voter eligibility ahead of 2024 election,"Alabama Attorney General Steve Marshall has filed a 24-state brief before the U.S. Supreme Court defending election integrity in Arizona. The case, Republican National Committee v. Mi Familia Vota, ...","{'uri': ['legal_newsline@legalnewsline.com'], 'name': ['Legal Newsline'], 'type': ['author'], 'isAgency': [False]}",https://s3.amazonaws.com/jnswire/jns-media/9b/c7/17735771/webp_ijvsx84ghyvt1gljren3o78fpzxi.webp,eng-9823719,0.0745,461549608,1,legalnewsline.com,news,Legal Newsline,2024-08-17
