uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8275405441,eng,False,2024-08-15,05:25:37,2024-08-15T05:25:37Z,2024-08-15T05:24:50Z,news,0.7608,https://www.rappler.com/technology/russia-critics-targeted-global-hacking-campaign/,"Russia's critics targeted with global hacking campaign, rights group says","The phishing campaign is part of a sweeping internet espionage operation, researchers say, and comes as US officials are closely monitoring computer networks to thwart any cyberattacks against the ...","{'uri': ['victor_barreiro_jr@rappler.com'], 'name': ['Victor Barreiro Jr.'], 'type': ['author'], 'isAgency': [False]}",https://www.rappler.com/tachyon/2024/08/generic-hacking-adobestock.jpg,eng-9816454,0.2471,461395537,13,rappler.com,news,Rappler,2024-08-15
8275402668,eng,True,2024-08-15,05:23:18,2024-08-15T05:23:18Z,2024-08-15T05:22:06Z,news,0.0,https://cryptorank.io/news/feed/1c052-unveiling-the-strategic-advantages-of-a-bitcoin-reserve-for-the-us-economy,Unveiling The Strategic Advantages Of A Bitcoin Reserve For The US Economy | Bitcoin DeFi | CryptoRank.io,"As the 2024 presidential election approaches, the idea of the United States government establishing a strategic Bitcoin reserve is gaining momentum. This potential policy shift has been championed by ...",[],https://www.newsbtc.com/wp-content/uploads/2024/06/Screenshot_206.jpg?fit=1313%2C749,,0.3412,461395398,1,cryptorank.io,news,CryptoRank,2024-08-15
8275392266,eng,True,2024-08-15,05:14:11,2024-08-15T05:14:11Z,2024-08-15T05:12:03Z,news,0.0,https://theminnesotasun.com/mn-news/analysis-noncitizens-found-on-voter-rolls-across-multiple-states/realclearwire/2024/08/15/,Analysis: Noncitizens Found on Voter Rolls Across Multiple States - The Minnesota Sun,"More than a dozen jurisdictions run by Democrats - including Washington D.C., and several adjacent Maryland municipalities - allow noncitizens to vote in some local elections. San Francisco not only ...",[],https://theminnesotasun.com/wp-content/uploads/2022/03/people-voting-2020_840x480.jpg,,0.0118,461394851,1,theminnesotasun.com,news,The Minnesota Sun,2024-08-15
8275381558,eng,False,2024-08-15,05:03:16,2024-08-15T05:03:16Z,2024-08-15T05:02:32Z,news,0.4667,https://www.newsbtc.com/bitcoin-news/unveiling-the-strategic-advantages-of-a-bitcoin-reserve-for-the-us-economy/,Unveiling The Strategic Advantages Of A Bitcoin Reserve For The US Economy,"As the 2024 presidential election approaches, the idea of the United States government establishing a strategic Bitcoin reserve is gaining momentum. This potential policy shift has been championed by ...","{'uri': ['ronaldo_marquez@newsbtc.com'], 'name': ['Ronaldo Marquez'], 'type': ['author'], 'isAgency': [False]}",https://www.newsbtc.com/wp-content/uploads/2024/06/Screenshot_206.jpg?fit=1313%2C749,eng-9809317,0.3412,461394196,1,newsbtc.com,news,NewsBTC,2024-08-15
8275353351,eng,False,2024-08-15,04:34:38,2024-08-15T04:34:38Z,2024-08-15T04:33:41Z,news,0.8314,https://www.adaderana.lk/news/101247/2024-prez-poll-candidates-submit-nominations-today-special-security-zone-in-rajagiriya,2024 Prez poll candidates submit nominations today; special security zone in Rajagiriya,"The acceptance of nominations for the 2024 Presidential Election is scheduled to begin today from 9.00 a.m. to 11.00 a.m. at the Election Commission office in Rajagiriya.

Accordingly, candidates who ...",[],https://adaderanaenglish.s3.amazonaws.com/1723691295-election-commission-6.jpg,eng-9814240,0.098,461392478,26,adaderana.lk,news,Ada Derana,2024-08-15
8275336500,eng,True,2024-08-15,04:16:54,2024-08-15T04:16:54Z,2024-08-15T04:15:24Z,news,0.0,https://www.dailymirror.lk/breaking-news/Male-dominant-presidential-run-continues/108-289568,Male-dominant presidential run continues,"- Only three women have ever contested the presidential election

- Tally of presidential hopefuls reaches 40 in 2024

Colombo, August 15 (Daily Mirror) - As the 2024 presidential election approaches, ...",[],https://bmkltsly13vb.compat.objectstorage.ap-singapore-1.oraclecloud.com/cdn.sg.dailymirror.lk/assets/uploads/image_cf91905f14.jpg,,-0.1216,461391414,26,dailymirror.lk,news,Daily Mirror,2024-08-15
8275330061,eng,True,2024-08-15,04:11:17,2024-08-15T04:11:17Z,2024-08-15T04:09:11Z,news,0.0,https://townhall.com/columnists/benshapiro/2024/08/15/the-legacy-medias-last-gasp-n2643410,The Legacy Media's Last Gasp?,"People Sure Have Thoughts on the Timing of This Damning NYT Report on Hunter Biden Rebecca Downs

This week, alleged comedian Stephen Colbert had on CNN's Kaitlan Collins to discuss the 2024 ...","{'uri': ['ben_shapiro@townhall.com'], 'name': ['Ben Shapiro'], 'type': ['author'], 'isAgency': [False]}",https://media.townhall.com/cdn/hodl/2024/226/556028ef-a8a7-4327-89d4-fd60afc69c17.png,,0.1843,461391077,1,townhall.com,news,Townhall,2024-08-15
8275322571,eng,False,2024-08-15,04:03:07,2024-08-15T04:03:07Z,2024-08-15T04:02:31Z,news,0.6471,https://www.onlanka.com/news/nomination-process-for-sri-lankas-2024-presidential-election-begins-amid-tight-security.html,Nomination process for Sri Lanka's 2024 Presidential Election begins amid tight security - Sri Lanka,"Nominations for Sri Lanka's 2024 Presidential Election started today (August 15) from 9:00 AM to 11:00 AM at the Election Commission in Rajagiriya.

Candidates who paid their deposits by noon on ...",[],https://www.onlanka.com/wp-content/uploads/2024/08/presidential-election-2024-sri-lanka.jpg,eng-9814240,0.051,461390587,1,onlanka.com,news,ONLANKA News :. Latest Sri Lanka Breaking News Updates | Lanka News,2024-08-15
8275304665,eng,False,2024-08-15,03:41:52,2024-08-15T03:41:52Z,2024-08-15T03:40:48Z,news,0.0,https://cryptobriefing.com/us-crypto-bill-2024/,US crypto bill could 'happen' with Harris' support  --  Senator Schumer,"The Senate aims to pass significant crypto regulation by year's end.

Senate Majority Leader Chuck Schumer has set an ambitious goal to pass bipartisan cryptocurrency legislation by the end of the ...","{'uri': ['vince_dioquino@cryptobriefing.com'], 'name': ['Vince Dioquino'], 'type': ['author'], 'isAgency': [False]}",https://static.cryptobriefing.com/wp-content/uploads/2024/08/07213231/Crypto-for-Kamala-campaign-800x457.jpg,,0.2392,461389312,1,cryptobriefing.com,news,Crypto Briefing,2024-08-15
8275300706,eng,False,2024-08-15,03:37:53,2024-08-15T03:37:53Z,2024-08-15T03:36:46Z,news,0.6667,https://noqreport.com/us-voting-machines-proven-hackable-at-conference/,US Voting Machines Proven Hackable at Conference,"Computer hackers attending DEF CON over the weekend in Las Vegas demonstrated that the voting machines used in U.S. elections are vulnerable to hacking, although no fix will be made before the 2024 ...",[],https://i0.wp.com/noqreport.com/wp-content/uploads/2024/08/Voting_Voter.jpeg?fit=800%2C450&ssl=1,eng-9813707,-0.2235,461389073,1,noqreport.com,news,"NOQ Report - News, Opinions, and Questions for Conservatives and Christians",2024-08-15
8275290653,eng,False,2024-08-15,03:25:15,2024-08-15T03:25:15Z,2024-08-15T03:24:39Z,news,0.6627,https://www.rawstory.com/2024-election-2668967822/,'Incredibly powerful': Study shows how celebrities could tilt 2024 election,"Taylor Swift performs on the opening night of ""The Eras Tour"" at State Farm Stadium on March 17, 2023, in Glendale, Arizona. - John Medina/Getty Images North America/TNS

A new study from Harvard ...",[],https://www.rawstory.com/media-library/swiftonomics-california-could-see-big-economic-boom-from-taylor-swifts-eras-tour.jpg?id=34683774&width=1200&height=600&coordinates=0%2C133%2C0%2C134,eng-9818573,0.0353,461388315,1,rawstory.com,news,Raw Story,2024-08-15
