uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8310816044,eng,False,2024-09-07,05:39:48,2024-09-07T05:39:48Z,2024-09-07T05:39:01Z,news,0.8235,https://timesofindia.indiatimes.com/world/us/dick-cheney-will-be-voting-for-kamala-harris-former-vp-turns-his-back-on-trump-tells-daughter-liz/articleshow/113143863.cms,"'Dick Cheney will be voting for Kamala Harris': Former VP turns his back on Trump, tells daughter Liz - Times of India","Former Vice President Dick Cheney, a lifelong Republican, will cast his vote for Kamala Harris in the 2024 presidential election, his daughter Liz Cheney announced Friday. Speaking at The Texas ...","{'uri': ['toi_world_desk@timesofindia.indiatimes.com'], 'name': ['Toi World Desk'], 'type': ['author'], 'isAgency': [False]}","https://static.toiimg.com/thumb/msid-113144007,width-1070,height-580,imgsize-168966,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",eng-9876054,-0.2157,463383588,1,timesofindia.indiatimes.com,news,The Times of India,2024-09-07
8310796378,eng,False,2024-09-07,05:14:28,2024-09-07T05:14:28Z,2024-09-07T05:14:00Z,news,0.6314,https://theminnesotasun.com/politics/secretary-of-state-blinken-signals-he-wouldnt-stay-on-if-harris-wins/jtnews/2024/09/07/,Secretary of State Blinken Signals He Wouldn't Stay on If Harris Wins - The Minnesota Sun,"Secretary of State Tony Blinken signaled on Wednesday that he wouldn't stay in his role if Vice President Kamala Harris wins the 2024 presidential election.

""As to my own future, all I'm looking at ...",[],https://theminnesotasun.com/wp-content/uploads/2024/09/blinken-harris_840x480.webp,eng-9879998,0.1137,463382068,1,theminnesotasun.com,news,The Minnesota Sun,2024-09-07
8310795015,eng,False,2024-09-07,05:13:05,2024-09-07T05:13:05Z,2024-09-07T05:12:21Z,news,0.6392,https://resistthemainstream.com/foreign-national-faces-charges-in-election-related-case/,Foreign National Faces Charges in Election-Related Case,"Screenshot / YouTube, LiveNOW from FOX, Cropped by Resist the Mainstream

Just two months ahead of the 2024 presidential election, concerns over election integrity have arisen after an illegal ...","{'uri': ['anthony_gonzalez@resistthemainstream.com'], 'name': ['Anthony Gonzalez'], 'type': ['author'], 'isAgency': [False]}",https://resistthemainstream.com/wp-content/uploads/2024/09/Untitled-design-2024-09-06T235709.345.png,eng-9879482,-0.0196,463381985,1,resistthemainstream.com,news,Resist the Mainstream,2024-09-07
8310790808,eng,True,2024-09-07,05:08:11,2024-09-07T05:08:11Z,2024-09-07T05:07:18Z,news,0.0,https://morungexpress.com/judge-delays-trumps-sentencing-in-hush-money-case-until-after-us-election,Judge delays Trump's sentencing in hush money case until after US election,"New York, September 7 (IANS) Former US President Donald Trump will not be sentenced in his New York criminal case until after the 2024 presidential election in November, media reported.

As per the ...",[],https://morungexpress.com/uploads/2024/09/39931914_1725684313_202409073218052.png,,-0.0745,463381691,1,morungexpress.com,news,MorungExpress,2024-09-07
8310781369,eng,False,2024-09-07,04:56:45,2024-09-07T04:56:45Z,2024-09-07T04:55:53Z,news,0.9059,https://asianlite.com/2024/top-news/relief-for-trump-as-criminal-sentencing-delayed-until-after-us-election/,Relief For Trump As Criminal Sentencing Delayed Until After US Election,"Judge Juan Merchan explained the reason that delay in the sentencing is in part to avoid any appearance of affecting the outcome of the presidential race.

Former US President Donald Trump will not be ...",[],https://asianlite.com/wp-content/uploads/2024/09/202409073218052-1.jpg,eng-9883065,-0.2157,463381005,1,asianlite.com,news,Local News for British Asian and Indian Community in London,2024-09-07
8310779250,eng,False,2024-09-07,04:53:19,2024-09-07T04:53:19Z,2024-09-07T04:52:15Z,news,0.8,https://www.nationalheraldindia.com/international/hush-money-case-trumps-sentencing-delayed-until-after-us-election,Hush money case: Trump's sentencing delayed until after US election,"Former US president Donald Trump was convicted in May on 34 counts related to falsifying business records to cover up a hush money payment

Former US president Donald Trump will not be sentenced in ...",[],https://media.assettype.com/nationalherald%2F2024-09-07%2Fug1lir2i%2FTrump.jpg?rect=0%2C0%2C990%2C520&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,eng-9883065,-0.1608,463380799,1,nationalheraldindia.com,news,National Herald,2024-09-07
2024-09-477946673,eng,False,2024-09-07,04:24:17,2024-09-07T04:24:17Z,2024-09-07T03:35:23Z,news,0.0,https://exbulletin.com/politics/2837337/,Kamala Harris and Donald Trump's Very Different Campaign Strategies,"According to a number of prominent political scientists, Kamala Harris and Donald Trump have adopted markedly different strategies in their fight to win the 2024 presidential election.

Thomas Gift, ...",[],https://d.newsweek.com/en/full/2464723/kamala-harris-donald-trumps-campaign-strategies.png,,0.4196,463379057,1,exbulletin.com,news,ExBulletin,2024-09-07
2024-09-477940230,eng,True,2024-09-07,04:11:06,2024-09-07T04:11:06Z,2024-09-07T04:10:49Z,news,0.0,https://www.wlsam.com/news/decision-desk-hq-trump-harris-dead-heat-ahead-of-debate/,Decision Desk HQ: Trump-Harris Dead Heat Ahead of Debate,"Vice President Kamala Harris and former President Donald Trump are in a statistical dead heat, according to the latest forecast model from Decision Desk HQ and The Hill.

Harris also has a 55% ...",[],https://cdn.socast.io/6616/sites/353/2017/09/29114551/wlsam_opengraph-general_1200x630_01.jpg,,-0.2471,463378266,1,wlsam.com,news,WLS-AM 890 | WLS-AM,2024-09-07
2024-09-477922480,eng,True,2024-09-07,03:33:40,2024-09-07T03:33:40Z,2024-09-07T03:31:41Z,news,0.0,https://www.wgowam.com/news/decision-desk-hq-trump-harris-dead-heat-ahead-of-debate/,Decision Desk HQ: Trump-Harris Dead Heat Ahead of Debate,"Vice President Kamala Harris and former President Donald Trump are in a statistical dead heat, according to the latest forecast model from Decision Desk HQ and The Hill.

Harris also has a 55% ...",[],https://www.newsmax.com/Newsmax/files/68/683fdf08-aebd-4c8d-b47d-7f6d2ba1a9a1.jpg,,-0.2471,463376020,1,wgowam.com,news,WGOW-AM,2024-09-07
2024-09-477913430,eng,False,2024-09-07,03:09:34,2024-09-07T03:09:34Z,2024-09-07T03:00:00Z,news,0.0,https://www.yahoo.com/news/lesser-two-evils-byu-students-030000956.html,The 'lesser of two evils': BYU students on Harris or Trump,"With the 2024 presidential election only two months away, college students -- many of them first-time voters -- are faced with the choice of Republican nominee Donald Trump, Democratic nominee Kamala ...","{'uri': ['sydney_jezik@yahoo.com'], 'name': ['Sydney Jezik'], 'type': ['author'], 'isAgency': [False]}",https://media.zenfs.com/en/deseret_news_992/1ec0f063d42c928a3b4575fc476af9f1,,-0.0196,463374574,1,yahoo.com,news,Yahoo,2024-09-07
