uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
2024-08-466913714,eng,False,2024-08-27,04:58:34,2024-08-27T04:58:34Z,2024-08-27T04:09:35Z,news,0.0,https://www.latestly.com/socially/world/us-donald-trump-surprises-volunteers-with-pizza-delivery-at-trumpforce47-campaign-office-in-detroit-ahead-of-presidential-election-2024-watch-video-6218306.html,Donald Trump Surprises Volunteers With Pizza Delivery at TrumpForce47 Campaign Office in Detroit Ahead of US Presidential Election 2024 (Watch Video),"Donald Trump made a surprise appearance at his TrumpForce47 campaign office in Detroit, Michigan, delighting volunteers with a pizza delivery. In a 34-second video clip, Trump walks into the room ...","{'uri': ['team_latestly@latestly.com'], 'name': ['Team Latestly'], 'type': ['author'], 'isAgency': [False]}",https://st1.latestly.com/wp-content/uploads/2024/08/54-94-784x441.jpg,0.5373,462430714,1,latestly.com,news,LatestLY,,2024-08-27
8293240701,eng,False,2024-08-27,04:47:46,2024-08-27T04:47:46Z,2024-08-27T04:42:20Z,news,0.0,https://www.econotimes.com/Donald-Trump-Mocked-for-Sophisticated-Vocabulary-Boast-Called-Biggest-National-Embarrassment-1685161,"Donald Trump Mocked for 'Sophisticated' Vocabulary Boast, Called 'Biggest National Embarrassment' - EconoTimes","Donald Trump speaks at a campaign rally in Detroit, where his comments about his

Former President Donald Trump faced widespread ridicule after boasting about his ""sophisticated"" vocabulary during a ...",[],https://f1.econotimes.com/2024/08/zyg05ue55u_th_1024x0.jpg,0.1294,462430066,1,econotimes.com,news,EconoTimes,,2024-08-27
8293203027,eng,False,2024-08-27,04:07:52,2024-08-27T04:07:52Z,2024-08-27T04:05:40Z,news,0.5686,https://www.nytimes.com/2024/08/27/briefing/ukraine-russia-harris-trump-israel.html,Tuesday Briefing,"Russia pounds Ukraine with hundreds of missiles

Moscow launched more than 200 missiles and drones across a wide swath of Ukraine yesterday, in what Volodymyr Zelensky, the Ukrainian president, ...",[],https://static01.nyt.com/images/2024/08/27/multimedia/27ambriefing-europe-ukraine1/27ambriefing-europe-ukraine1-videoSixteenByNine3000.jpg,-0.4588,462427672,1,nytimes.com,news,The New York Times,eng-9845860,2024-08-27
2024-08-466884714,eng,False,2024-08-27,04:06:10,2024-08-27T04:06:10Z,2024-08-26T08:08:49Z,news,0.0,https://datebook.sfchronicle.com/movies-tv/war-games-insurrection-19724429,Review: 'War Game' imagines a Jan. 6 insurrection even worse than 2021,"""War Game"" is one of the more timely and disturbing movies of recent months. It imagines a Jan. 6-type insurrection, but one on steroids, with an armed attack on the U.S. Capitol by terrorists ...","{'uri': ['mick_lasalle@datebook.sfchronicle.com'], 'name': ['Mick LaSalle'], 'type': ['author'], 'isAgency': [False]}",https://s3.amazonaws.com/sfc-datebook-wordpress/wp-content/uploads/sites/2/2024/08/featured_event3356385--700x500.jpg,-0.3412,462427570,1,datebook.sfchronicle.com,news,Datebook | San Francisco Arts & Entertainment Guide,,2024-08-27
8293199960,eng,False,2024-08-27,04:04:10,2024-08-27T04:04:10Z,2024-08-27T04:02:51Z,news,0.5333,https://www.armstrongeconomics.com/world-news/tyranny/women-beneath-dogs-in-afghanistan/,Women Beneath Dogs In Afghanistan | Armstrong Economics,"Does the West actually care about women? The United Kingdom wants to arrest anyone speaking poorly of Islamic views infiltrating their society, and they plan to arrest anyone expressing a misogynistic ...",[],https://www.armstrongeconomics.com/wp-content/uploads/2017/08/Burqa.jpg,-0.0039,462427450,1,armstrongeconomics.com,news,ArmstrongEconomics,eng-9848407,2024-08-27
8293197476,eng,False,2024-08-27,04:01:35,2024-08-27T04:01:35Z,2024-08-27T04:00:42Z,news,0.0,https://www.salisburypost.com/2024/08/27/john-hood-dont-overlook-down-ballot-races/,John Hood: Don't overlook down-ballot races - Salisbury Post,"I have no idea who will be elected president this November. Respectfully, neither do you.

If the tumultuous nature of today's politics weren't already evident, the past two months have surely ...",[],https://www.salisburypost.com/wp-content/uploads/sites/9/2020/01/facebook-salisburypost.png,-0.1608,462427295,1,salisburypost.com,news,Salisbury Post,,2024-08-27
8293169344,eng,False,2024-08-27,03:27:21,2024-08-27T03:27:21Z,2024-08-27T03:26:30Z,news,0.5922,https://gulfnews.com/opinion/op-eds/harris-vs-trump-2024-election-battle-lines-are-drawn-1.103933533,Harris vs. Trump: 2024 election battle lines are drawn,"Harris's speech ignites debate on key issues as Trump remains a potent force

Kamala Harris's speech accepting the Democratic presidential nomination last week may not have been the most memorable of ...","{'uri': ['ashok_swain@gulfnews.com'], 'name': ['Ashok Swain'], 'type': ['author'], 'isAgency': [False]}",https://imagevars.gulfnews.com/2024/08/06/OPN-TRUMP-KAMALA_1912801a94b_medium.jpg,0.1373,462425241,1,gulfnews.com,news,GULF NEWS,eng-9845265,2024-08-27
8293169127,eng,False,2024-08-27,03:27:10,2024-08-27T03:27:10Z,2024-08-27T03:26:13Z,news,0.0,https://www.econotimes.com/Strategist-Suggests-Donald-Trump-Might-Swap-JD-Vance-for-RFK-Jr-as-Running-Mate-Watch-Your-Back-1685154,Strategist Suggests Donald Trump Might Swap J.D. Vance for RFK Jr. as Running Mate: 'Watch Your Back' - EconoTimes,"Speculation rises that Trump might replace J.D. Vance with Robert F. Kennedy Jr. as his running mate for the 2024 presidential election. Credit: Gage Skidmore from Surprise, AZ, United States of ...",[],https://f1.econotimes.com/2024/08/jx6mte2vrh_th_1024x0.jpg,0.1608,462425230,1,econotimes.com,news,EconoTimes,,2024-08-27
2024-08-466853025,eng,False,2024-08-27,03:07:29,2024-08-27T03:07:29Z,2024-08-27T03:05:00Z,news,0.5686,https://www.wlky.com/article/rfk-jr-added-ballot-kentucky-trump-endorsement-president/61978394,RFK Jr. added to ballot in Kentucky amid Trump endorsement for president,"Robert F. Kennedy Jr. has been added to the ballot in Kentucky for the 2024 presidential election, according to the secretary of state.Kentucky Secretary of State Michael Adams said that RFK Jr. filed ...","{'uri': ['matthew_keck@wlky.com'], 'name': ['Matthew Keck'], 'type': ['author'], 'isAgency': [False]}","https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/rfkjrgetty-66cd3bdfce32e.jpg?crop=1xw:0.9985207100591716xh;center,top&resize=640:*",0.0118,462424049,13,wlky.com,news,WLKY,eng-9844415,2024-08-27
8293145393,eng,False,2024-08-27,03:01:34,2024-08-27T03:01:34Z,2024-08-27T03:00:12Z,news,0.6549,https://www.econotimes.com/Ex-Donald-Trump-Voter-Expresses-Deep-Concern-Over-Unstable-Rally-Speeches-Signals-Shift-in-Support-1685149,"Ex-Donald Trump Voter Expresses Deep Concern Over 'Unstable' Rally Speeches, Signals Shift in Support - EconoTimes","Former Trump supporters are increasingly voicing concerns over his recent rally speeches, citing instability and lack of focus on policy. Credit: ...",[],https://f1.econotimes.com/2024/08/au0ybn9lur_th_1024x0.jpg,0.0431,462423694,1,econotimes.com,news,EconoTimes,eng-9849524,2024-08-27
