uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri,feed date
8291665197,eng,True,2024-08-26,05:39:03,2024-08-26T05:39:03Z,2024-08-26T05:37:41Z,news,0.0,https://www.adaderana.lk/news/101503/nearly-1000-election-related-complaints-received-thus-far-ec,"Nearly 1,000 election-related complaints received thus far - EC","The complaints received by the Election Commission of Sri Lanka related to the upcoming presidential election have further increased.

The Election Commission says nearly 1,000 complaints have been ...",[],https://adaderanaenglish.s3.amazonaws.com/1724648196-ec.jpg,-0.302,462346743,1,adaderana.lk,news,Ada Derana,,2024-08-26
8291628005,eng,False,2024-08-26,05:04:42,2024-08-26T05:04:42Z,2024-08-26T05:03:11Z,news,0.6627,https://dnyuz.com/2024/08/26/report-trump-campaign-to-ramp-up-strategy-in-election-think-trump-on-steroids/,Report: Trump Campaign to Ramp Up Strategy in Election: 'Think Trump on Steroids',"The Trump campaign is reportedly planning to ramp up its strategy in the 2024 presidential election and increase the former president's events and debate skills, according to several sources.

This ...",[],https://dnyuz.com/wp-content/uploads/2024/08/Report-Trump-Campaign-to-Ramp-Up-Strategy-in-Election-'Think.jpg,0.2157,462344682,1,dnyuz.com,news,DNyuz,eng-9846668,2024-08-26
8291628579,eng,False,2024-08-26,05:04:36,2024-08-26T05:04:36Z,2024-08-26T05:03:37Z,news,0.0,https://conservativefiringline.com/gop-sen-lee-sounds-alarm-a-lot-of-noncitizens-including-a-whole-lot-of-illegal-immigrants-registered-to-vote-video/,GOP Sen. Lee Sounds Alarm: 'A Lot Of Noncitizens Including A Whole Lot Of Illegal Immigrants Registered To Vote' (Video) ⋆ Conservative Firing Line,"Will illegal immigrants and noncitizens be voting in the upcoming 2024 presidential election?

A top U.S. senator is sounding the alarm about the strong possibility or even likelihood.

Sen. Mike Lee, ...","{'uri': ['joe_kovacs@conservativefiringline.com'], 'name': ['Joe Kovacs'], 'type': ['author'], 'isAgency': [False]}",https://conservativefiringline.com/wp-content/uploads/2024/08/bumper-stickers-donald-trumpp-jd-vance-save-america-2024-conservatives-republicans-patriotic-americans-raindrops-jk.jpeg,0.2392,462344676,1,conservativefiringline.com,news,Conservative Firing Line,,2024-08-26
8291625861,eng,False,2024-08-26,05:02:42,2024-08-26T05:02:42Z,2024-08-26T05:01:18Z,news,0.8824,https://www.adaderana.lk/news.php?nid=101503,"Nearly 1,000 election-related complaints received thus far - EC","The complaints received by the Election Commission of Sri Lanka related to the upcoming presidential election have further increased.

The Election Commission says nearly 1,000 complaints have been ...",[],https://adaderanaenglish.s3.amazonaws.com/1724648196-ec.jpg,-0.302,462344562,1,adaderana.lk,news,Ada Derana,eng-9844701,2024-08-26
8291615938,eng,False,2024-08-26,04:53:35,2024-08-26T04:53:35Z,2024-08-26T04:51:12Z,news,0.0,https://economictimes.indiatimes.com/news/international/world-news/all-about-ella-and-cole-emhoff-the-stepkids-of-kamala-harris-who-call-her-momala/articleshow/112794814.cms,"All about Ella and Cole Emhoff, the stepkids of Kamala Harris who call her Momala","Kamala Harris, the US Vice President and Democratic nominee for the 2024 Presidential election, has two stepchildren: Ella Emhoff and Cole Emhoff. She became their stepmother in 2014 when she married ...",[],"https://img.etimg.com/thumb/msid-112794843,width-1200,height-630,imgsize-169488,overlay-economictimes/photo.jpg",0.1059,462344015,1,economictimes.indiatimes.com,news,Economic Times,,2024-08-26
8291576618,eng,False,2024-08-26,04:10:45,2024-08-26T04:10:45Z,2024-08-26T04:09:40Z,news,0.0,https://townhall.com/columnists/rachelalexander/2024/08/26/where-do-center-left-democrats-go-now-that-their-party-has-deserted-them-n2643908,Where Do Center-Left Democrats Go Now that Their Party Has Deserted Them?,"Democrats Have Fired Their Best Shots, And Trump Is Still Standing Scott Morefield

Studies consistently reveal that the Democratic Party has lurched to the left since last century, whereas the ...","{'uri': ['rachel_alexander@townhall.com'], 'name': ['Rachel Alexander'], 'type': ['author'], 'isAgency': [False]}",https://media.townhall.com/cdn/hodl/2024/229/ef801371-9681-47b4-b542-17c459d8b740.jpg,0.1529,462341445,1,townhall.com,news,Townhall,,2024-08-26
2024-08-465850715,eng,False,2024-08-26,04:00:35,2024-08-26T04:00:35Z,2024-08-26T03:32:58Z,news,0.0,https://www.ft.com/content/47ec468b-3009-480e-9361-f1118733276b,Transcript: Democrats find a feeling at the DNC,"Sonja Hutson

I'm Sonja Hutson, and this is Swamp Notes. Vice-president Kamala Harris has had wind in her sails ever since she entered the race for the White House just five weeks ago. She rode that ...",[],https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fwww.ft.com%2F__origami%2Fservice%2Fimage%2Fv2%2Fimages%2Fraw%2Fhttps%253A%252F%252Fd1e00ek4ebabms.cloudfront.net%252Fproduction%252Fca03f645-328f-40ff-8230-96952e68fbbb.jpg%3Fsource%3Dnext-article%26fit%3Dscale-down%26quality%3Dhighest%26width%3D700%26dpr%3D1?source=next-opengraph&fit=scale-down&width=900,0.051,462340835,1,ft.com,news,Financial Times News,,2024-08-26
8291559069,eng,True,2024-08-26,03:54:00,2024-08-26T03:54:00Z,2024-08-26T03:49:52Z,news,0.0,https://www.adaderana.lk/news.php?nid=101500,2024 Presidential Election: Postal Dept. to receive postal vote ballot papers today,The Postal Department will today (26) receive the reserved packet containing the registered postal vote ballot papers to be distributed to the postal voters of the 2024 presidential ...,[],https://adaderanaenglish.s3.amazonaws.com/1724643726-posatal-6.jpg,0.051,462340440,26,adaderana.lk,news,Ada Derana,,2024-08-26
8291555501,eng,False,2024-08-26,03:46:21,2024-08-26T03:46:21Z,2024-08-26T03:45:04Z,news,0.5922,https://www.econotimes.com/Robert-F-Kennedy-Jr-to-Actively-Campaign-with-Donald-Trump-as-Election-Day-Nears-1685060,Robert F. Kennedy Jr. to Actively Campaign with Donald Trump as Election Day Nears - EconoTimes,"As the 2024 presidential election draws nearer, an unexpected political alliance is taking shape. Robert F. Kennedy Jr., a prominent figure with deep roots in Democratic politics, has announced plans ...",[],https://f1.econotimes.com/2024/08/jiudyq29ml_th_1024x0.jpg,0.1529,462339981,1,econotimes.com,news,EconoTimes,eng-9844415,2024-08-26
8291544840,eng,False,2024-08-26,03:31:15,2024-08-26T03:31:15Z,2024-08-26T03:30:36Z,news,0.4824,https://www.econotimes.com/Donald-Trump-Shock-New-Poll-Reveals-Majority-of-Americans-Trust-Ex-POTUS-Over-Kamala-Harris-for-Financial-Advice-1685057,Donald Trump Shock: New Poll Reveals Majority of Americans Trust Ex-POTUS Over Kamala Harris for Financial Advice - EconoTimes,"In a recent poll conducted by YouGov, Americans expressed a clear preference for former President Donald Trump over Vice President Kamala Harris when it comes to financial advice. The survey, which ...",[],https://f1.econotimes.com/2024/08/8smnx8fzge_th_1024x0.jpg,0.3647,462339075,1,econotimes.com,news,EconoTimes,eng-9845265,2024-08-26
