uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,feed date
8342811766,eng,False,2024-09-30,05:30:17,2024-09-30T05:30:17Z,2024-09-30T05:29:26Z,news,0.7843,https://www.dawn.com/news/1862060,"In legal blitz, Republicans lay groundwork for US election challenges","New York: In Arizona, one of seven competitive US states that are expected to decide the 2024 presidential election, an advocacy group founded by Donald Trump adviser Stephen Miller is advancing a ...","{'uri': ['reuters@dawn.com'], 'name': ['Reuters'], 'type': ['author'], 'isAgency': [True]}",https://i.dawn.com/large/2024/09/301020575c9babd.jpg?r=102346,eng-9948307,-0.1216,465370217,1,dawn.com,news,Dawn,2024-09-30
8342796096,eng,False,2024-09-30,05:13:28,2024-09-30T05:13:28Z,2024-09-30T05:13:08Z,news,0.0,https://www.ewrestlingnews.com/news/wwe/watch-dave-bautista-endorses-kamala-harris-for-president-casts-his-ballot,WATCH: Dave Bautista Endorses Kamala Harris For President - Casts His Ballot,"WWE Superstars Get Married, Shawn Michaels Teases 'Big Surprises' For NXT

Future WWE Hall of Famer Dave Bautista has endorsed Kamala Harris for President of the United States.

Taking to Twitter over ...","{'uri': ['ryan_clark@ewrestlingnews.com'], 'name': ['Ryan Clark'], 'type': ['author'], 'isAgency': [False]}",https://www.ewrestlingnews.com/wp-content/uploads/2024/07/dave-bautista-wwe-batista.jpg,,0.2863,465369208,1,ewrestlingnews.com,news,eWrestlingNews.com,2024-09-30
8342777983,eng,False,2024-09-30,04:54:05,2024-09-30T04:54:05Z,2024-09-30T04:53:49Z,news,0.0,http://theatlantavoice.com/nikema-williams-anthony-anderson-georgia-voting-rally/,Anthony Anderson joins Nikema Williams during a get-out-the-vote event before Saints vs Falcons game,"The aromas of barbecue, the bottles of beverages and football fans dressed in red and black or black and gold made their way toward Mercedes-Benz Stadium for a game between the New Orleans Saints ...","{'uri': ['itoro_n_umontuen@theatlantavoice.com'], 'name': ['Itoro N. Umontuen'], 'type': ['author'], 'isAgency': [False]}",https://theatlantavoice.com/wp-content/uploads/2024/09/Anderson-and-Williams-scaled.jpg,,-0.0039,465368045,1,theatlantavoice.com,news,The Atlanta Voice | Atlanta GA News,2024-09-30
2024-09-500314113,eng,False,2024-09-30,04:51:04,2024-09-30T04:51:04Z,2024-09-30T04:00:38Z,news,0.5922,https://kion546.com/politics/cnn-us-politics/2024/09/29/fact-check-12-election-lies-trump-is-using-to-set-the-stage-to-dispute-a-potential-2024-defeat/,Fact check: 12 election lies Trump is using to set the stage to dispute a potential 2024 defeat - KION546,"Washington (CNN) -- Former President Donald Trump has escalated his long-running assault on the integrity of US elections as the 2024 presidential campaign enters its final stretch, using a new series ...","{'uri': ['cnn_newsource@kion546.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",https://kion546.b-cdn.net/2023/10/kionlogog-860x540.jpg,eng-9946304,-0.498,465367864,1,kion546.com,news,KION546,2024-09-30
8342758441,eng,True,2024-09-30,04:33:17,2024-09-30T04:33:17Z,2024-09-30T04:31:38Z,news,0.5255,https://keyt.com/politics/cnn-us-politics/2024/09/29/fact-check-12-election-lies-trump-is-using-to-set-the-stage-to-dispute-a-potential-2024-defeat/,Fact check: 12 election lies Trump is using to set the stage to dispute a potential 2024 defeat,"Washington (CNN) -- Former President Donald Trump has escalated his long-running assault on the integrity of US elections as the 2024 presidential campaign enters its final stretch, using a new series ...","{'uri': ['cnn_newsource@keyt.com'], 'name': ['Cnn Newsource'], 'type': ['author'], 'isAgency': [False]}",https://keyt.b-cdn.net/2023/08/nc312-combined-commercial-slate-860x484.jpg,,-0.1843,465366797,1,keyt.com,news,NewsChannel 3-12,2024-09-30
2024-09-500298314,eng,True,2024-09-30,04:26:15,2024-09-30T04:26:15Z,2024-09-30T04:00:38Z,news,0.0,https://us.cnn.com/2024/09/30/politics/fact-check-trump-election-lies-2024/index.html,Fact check: 12 election lies Trump is using to set the stage to dispute a potential 2024 defeat | CNN Politics,"Former President Donald Trump holds a campaign rally in Indiana, Pennsylvania, on September 23.

Washington CNN --

Former President Donald Trump has escalated his long-running assault on the ...","{'uri': ['marshall_cohen@us.cnn.com'], 'name': ['Marshall Cohen'], 'type': ['author'], 'isAgency': [False]}","https://media.cnn.com/api/v1/images/stellar/prod/2024-09-24t012022z-237486850-rc2o6aasyj1s-rtrmadp-3-usa-election-trump.JPG?c=16x9&q=w_800,c_fill",,-0.4745,465366375,1,us.cnn.com,news,CNN,2024-09-30
8342751151,eng,False,2024-09-30,04:22:50,2024-09-30T04:22:50Z,2024-09-30T04:22:26Z,news,0.0,https://www.foreignaffairs.com/russia/lies-russia-tells-itself,The Lies Russia Tells Itself,"In early September, the infamous Russian disinformation project known as Doppelganger hit the news again. Doppelganger -- a scheme to disseminate fake articles, videos, and polls about polarizing ...",[],https://cdn-live.foreignaffairs.com/sites/default/files/styles/social_share/public/images/2024/09/27/2019-02-27T220822Z_1738826756_RC1EAFE874F0_RTRMADP_3_RUSSIA-NEMTSOV.JPG?itok=zZ69i6Gu,,0.051,465366170,1,foreignaffairs.com,news,Foreign Affairs,2024-09-30
8342739028,eng,True,2024-09-30,04:10:18,2024-09-30T04:10:18Z,2024-09-30T04:09:08Z,news,0.0,https://foxwilmington.com/shazam-star-zachary-levi-endorses-donald-trump-for-president-we-are-going-to-take-back-this-country/,'Shazam!' star Zachary Levi endorses Donald Trump for president: 'We are going to take back this country',"During an event in Michigan on Saturday, ""Shazam!"" star Zachary Levi threw his support behind the former President Trump's 2024 run for the White House. (X/@TulsiGabbard)

A Hollywood actor is ...",[],,,0.0275,465365418,1,foxwilmington.com,news,foxwilmington.com,2024-09-30
2024-09-500287433,eng,False,2024-09-30,04:09:41,2024-09-30T04:09:41Z,2024-09-30T04:00:38Z,news,0.6039,https://edition.cnn.com/2024/09/30/politics/fact-check-trump-election-lies-2024/index.html,Fact check: 12 election lies Trump is using to set the stage to dispute a potential 2024 defeat,"Former President Donald Trump holds a campaign rally in Indiana, Pennsylvania, on September 23.

Former President Donald Trump has escalated his long-running assault on the integrity of US elections ...","{'uri': ['marshall_cohen@edition.cnn.com'], 'name': ['Marshall Cohen'], 'type': ['author'], 'isAgency': [False]}","https://media.cnn.com/api/v1/images/stellar/prod/2024-09-24t012022z-237486850-rc2o6aasyj1s-rtrmadp-3-usa-election-trump.JPG?c=16x9&q=w_800,c_fill",eng-9946304,-0.4745,465365381,1,edition.cnn.com,news,CNN International,2024-09-30
8342715142,eng,True,2024-09-30,03:40:56,2024-09-30T03:40:56Z,2024-09-30T03:39:21Z,news,0.0,https://1010wcsi.com/fox-politics/residents-in-key-north-carolina-district-reveal-how-they-think-their-county-will-vote-in-november/,Residents in key North Carolina district reveal how they think their county will vote in November - 1010 WCSI,"Wake County, N.C. - Residents in a key North Carolina district revealed what they are hearing on the ground in the battleground state from both Republican and Democratic parties just weeks before the ...",[],https://1010wcsi.com/wp-content/uploads/2020/07/WCSI-header.png,,0.2,465363656,1,1010wcsi.com,news,1010 WCSI,2024-09-30
