uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri
8322889189,eng,True,2024-09-16,05:44:48,2024-09-16T05:44:48Z,2024-09-16T05:43:16Z,news,0.0,https://wfin.com/fox-sports/taylor-swift-arrives-at-chiefs-bengals-game-after-harris-endorsement-trump-criticism/,"Taylor Swift arrives at Chiefs-Bengals game after Harris endorsement, Trump criticism - WFIN Local News","Taylor Swift's whirlwind of a week will end with some NFL action.

The pop star arrived at Arrowhead Stadium more than an hour before the Kansas City Chiefs play the Cincinnati Bengals on Sunday ...",[],https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,0.3255,464161488,1,wfin.com,news,WFIN,
8322883263,eng,True,2024-09-16,05:37:54,2024-09-16T05:37:54Z,2024-09-16T05:37:38Z,news,0.0,https://www.independent.co.uk/arts-entertainment/music/news/kamala-harris-taylor-swift-press-release-trump-b2613409.html,Harris campaign releases Taylor Swift-inspired statement after angry Trump post,"The Kamala Harris/Tim Walz campaign has released a cheeky statement rife with Taylor Swift song references just hours after Donald Trump angrily declared ""I HATE TAYLOR SWIFT!"" on his Truth Social ...",[],https://static.independent.co.uk/2024/09/15/19/Untitled-design.jpg?quality=75&width=1200&auto=webp,0.0667,464161074,15,independent.co.uk,news,The Independent,
2024-09-486335703,eng,True,2024-09-16,04:57:54,2024-09-16T04:57:54Z,2024-09-16T04:53:02Z,news,0.0,https://www.bradenton.com/sports/article292544939.html,Photos Emerge of Taylor Swift at Chiefs QB Patrick Mahomes' Epic Birthday Party,"The Kansas City Chiefs remain undefeated after taking down the Cincinnati Bengals 26-25 in an absolute nail biter on September 15.

While the Bengals appeared to have the game in the bag, a defensive ...","{'uri': ['emily_bicks@bradenton.com'], 'name': ['Emily Bicks'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/b6qp7y/picture292544814/alternates/LANDSCAPE_1140/c4006907-e826-4724-bd34-7c4acfc2bf0c,0.3725,464158674,1,bradenton.com,news,Bradenton Herald,
2024-09-486335257,eng,True,2024-09-16,04:57:46,2024-09-16T04:57:46Z,2024-09-16T04:53:02Z,news,0.0,https://www.kansascity.com/sports/article292544939.html,Photos Emerge of Taylor Swift at Chiefs QB Patrick Mahomes' Epic Birthday Party,"The Kansas City Chiefs remain undefeated after taking down the Cincinnati Bengals 26-25 in an absolute nail biter on September 15.

While the Bengals appeared to have the game in the bag, a defensive ...","{'uri': ['emily_bicks@kansascity.com'], 'name': ['Emily Bicks'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/b6qp7y/picture292544814/alternates/LANDSCAPE_1140/c4006907-e826-4724-bd34-7c4acfc2bf0c,0.3725,464158666,1,kansascity.com,news,The Kansas City Star,
2024-09-486335569,eng,False,2024-09-16,04:57:06,2024-09-16T04:57:06Z,2024-09-16T04:53:02Z,news,0.549,https://www.heraldonline.com/sports/article292544939.html,Photos Emerge of Taylor Swift at Chiefs QB Patrick Mahomes' Epic Birthday Party,"The Kansas City Chiefs remain undefeated after taking down the Cincinnati Bengals 26-25 in an absolute nail biter on September 15.

While the Bengals appeared to have the game in the bag, a defensive ...","{'uri': ['emily_bicks@heraldonline.com'], 'name': ['Emily Bicks'], 'type': ['author'], 'isAgency': [False]}",https://www.mcclatchy-wires.com/incoming/b6qp7y/picture292544814/alternates/LANDSCAPE_1140/c4006907-e826-4724-bd34-7c4acfc2bf0c,0.3725,464158626,1,heraldonline.com,news,The Herald,eng-9906851
8322845342,eng,True,2024-09-16,04:57:00,2024-09-16T04:57:00Z,2024-09-16T04:56:39Z,news,0.0,https://www.hotnewhiphop.com/842958-flavor-flav-claps-back-donald-trump-defense-taylor-swift-politics-news,Flavor Flav Claps Back At Donald Trump In Passionate Defense Of Taylor Swift,"""I will be casting my vote for Kamala Harris and Tim Walz in the 2024 Presidential Election,"" Swift wrote in her recent endorsement. ""I'm voting for @kamalaharris because she fights for the rights and ...","{'uri': ['cole_blake@hotnewhiphop.com'], 'name': ['Cole Blake'], 'type': ['author'], 'isAgency': [False]}",https://www.hotnewhiphop.com/imgprst/2292x1200-fit-81-auto/2024/09/Flavor-Flav-2397x1575.jpg,0.5216,464158620,1,hotnewhiphop.com,news,HotNewHipHop,
2024-09-486335052,eng,False,2024-09-16,04:56:34,2024-09-16T04:56:34Z,2024-09-16T04:56:03Z,news,0.0,https://www.aceshowbiz.com/news/view/00234515.html,Scooter Braun Unexpectedly Comes to Taylor Swift's Defense After Trump's Vulgar Remarks,"Scooter Braun, the former talent manager who infamously acquired Taylor Swift's masters, took to Instagram to respond to Donald Trump's recent claim that he ""hates"" Swift. Braun shared a screenshot of ...","{'uri': ['aceshowbiz_team@aceshowbiz.com'], 'name': ['AceShowbiz Team'], 'type': ['author'], 'isAgency': [False]}",https://www.aceshowbiz.com/display/images/photo/2024/09/16/00234515.webp,0.3255,464158594,1,aceshowbiz.com,news,AceShowbiz,
8322837491,eng,True,2024-09-16,04:48:23,2024-09-16T04:48:23Z,2024-09-16T04:46:05Z,news,0.0,https://www.yahoo.com/news/trump-says-hate-taylor-swift-160107610.html,Trump says 'I HATE TAYLOR SWIFT' in all-caps Truth Social post,"""I HATE TAYLOR SWIFT!"" he posted in all caps rant on his Truth Social platform.

Swift endorsed Harris almost as soon as the presidential debate between Harris and Trump wrapped up, and encouraged her ...",[],https://media.zenfs.com/en/the_independent_635/d7ab717cb4d7bcc654cb797d0772e327,0.1922,464158103,1,yahoo.com,news,Yahoo,
8322836477,eng,False,2024-09-16,04:45:01,2024-09-16T04:45:01Z,2024-09-16T04:44:45Z,news,0.6039,https://www.independent.co.uk/news/world/americas/trump-hate-taylor-swift-truth-social-b2613398.html,Trump says 'I HATE TAYLOR SWIFT' in all-caps Truth Social post,"""I HATE TAYLOR SWIFT!"" he posted in all caps rant on his Truth Social platform.

Swift endorsed Harris almost as soon as the presidential debate between Harris and Trump wrapped up, and encouraged her ...",[],https://static.independent.co.uk/2023/10/05/16/taylor%20swift%20donald%20trump.jpg?quality=75&width=1200&auto=webp,0.1922,464157901,1,independent.co.uk,news,The Independent,eng-9906547
8322833024,eng,True,2024-09-16,04:41:19,2024-09-16T04:41:19Z,2024-09-16T04:41:05Z,news,0.0,https://www.globalvillagespace.com/trump-hates-taylor-swift/,Trump 'hates' Taylor Swift,"Republican presidential candidate Donald Trump has vented his displeasure with American singer Taylor Swift after she endorsed his rival, Vice President Kamala Harris.

""I HATE TAYLOR SWIFT!"" the ...","{'uri': ['rt@globalvillagespace.com'], 'name': ['RT'], 'type': ['author'], 'isAgency': [False]}",https://www.globalvillagespace.com/wp-content/uploads/2019/05/trump-likes-taylor-swift-about-25-percent-less-now.jpg,0.3804,464157679,1,globalvillagespace.com,news,Global Village Space,
