uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,image,sentiment,wgt,relevance,source.uri,source.dataType,source.title,eventUri
8324847775,eng,True,2024-09-17,11:29:49,2024-09-17T11:29:49Z,2024-09-17T11:29:23Z,news,0.0,https://bdnews24.com/world/americas/79b0dd5312e8,New apparent Trump assassination attempt highlights Secret Service strains,"Two months after Donald Trump narrowly survived an assassination attempt, a gunman hid undetected for nearly 12 hours on the edge of the golf course where Trump played on Sunday under the protection ...","{'uri': ['bdnews24_com@bdnews24.com'], 'name': ['Bdnews24 Com'], 'type': ['author'], 'isAgency': [False]}",https://cdn.bdnews24.com/bdnews24/media/english/imgAll/2024September/PLATE/trump-assassination-attempt-170924-01-1726570942.jpg,0.0275,464268589,1,bdnews24.com,news,bdnews24.com,
8324834005,eng,True,2024-09-17,11:21:40,2024-09-17T11:21:40Z,2024-09-17T11:20:46Z,news,0.0,https://www.swissinfo.ch/eng/new-apparent-trump-assassination-attempt-highlights-secret-service-strains/87564123,New apparent Trump assassination attempt highlights Secret Service strains,"By Andy Sullivan, Helen Coster, Tim Reid and Richard Cowan

WASHINGTON (Reuters) - Two months after Donald Trump narrowly survived an assassination attempt, a gunman hid undetected for nearly 12 hours ...","{'uri': ['swi_swissinfo_ch@swissinfo.ch'], 'name': ['Swi Swissinfo.Ch'], 'type': ['author'], 'isAgency': [False]}",https://www.swissinfo.ch/content/wp-content/uploads/sites/13/2024/09/eb92f8c52cd9cdbdd2be14c1582300c5-87564110.jpg?ver=bcf46d5e,0.0275,464268100,1,swissinfo.ch,news,SWI swissinfo.ch,
8324815371,eng,False,2024-09-17,11:09:36,2024-09-17T11:09:36Z,2024-09-17T11:09:18Z,news,0.0,https://www.wionews.com/entertainment/pharrell-williams-gets-annoyed-by-celebs-who-talk-about-politics-shut-up-nobody-asked-you-759409,Pharrell Williams gets annoyed by celebs who talk about politics: 'Shut up. Nobody asked you',"""Like many of you, I watched the debate tonight. If you haven't already, now is a great time to do your research on the issues at hand and the stances these candidates take on the topics that matter ...",[],https://cdn.wionews.com/sites/default/files/2023/06/18/360350-untitled-design-13.jpg,0.4667,464267376,1,wionews.com,news,WION,
8324812766,eng,False,2024-09-17,11:08:22,2024-09-17T11:08:22Z,2024-09-17T11:08:04Z,news,0.6863,https://www.khaleejtimes.com/world/americas/new-apparent-trump-assassination-attempt-highlights-secret-service-strains,New apparent Trump assassination attempt highlights Secret Service strains,"Two months after Donald Trump narrowly survived an assassination attempt, a gunman hid undetected for nearly 12 hours on the edge of the golf course where Trump played on Sunday under the protection ...","{'uri': ['reuters@khaleejtimes.com'], 'name': ['Reuters'], 'type': ['author'], 'isAgency': [True]}",https://image.khaleejtimes.com?uuid=af6bf2d6-90bb-5783-9025-eb66c107153d&function=cropresize&type=preview&source=false&q=75&crop_w=0.99999&crop_h=0.84375&x=0&y=0&width=1200&height=675.jpg,0.0275,464267302,1,khaleejtimes.com,news,Khaleej times,eng-9909931
8324781464,eng,True,2024-09-17,10:47:31,2024-09-17T10:47:31Z,2024-09-17T10:47:08Z,news,0.0,https://zeenews.india.com/technology/meta-bans-russian-state-media-outlets-over-foreign-interference-2794533.html,Meta Bans Russian State Media Outlets Over Foreign Interference,"New York: Social media giant Meta announced that it has banned Russian state media broadcaster RT and other Kremlin-controlled networks over the alleged ""foreign interference activity.""

Meta, the ...",[],https://english.cdn.zeenews.com/sites/default/files/2024/09/17/1513199-meta.jpg,-0.2078,464266051,1,zeenews.india.com,news,Zee News,
8324776965,eng,False,2024-09-17,10:44:39,2024-09-17T10:44:39Z,2024-09-17T10:44:27Z,news,0.6824,https://noqreport.com/12-actors-and-journalists-who-compared-trump-to-hitler-called-for-violence-before-second-assassination-attempt/,"12 Actors and Journalists Who Compared Trump to Hitler, Called for Violence, Before Second Assassination Attempt","(The Daily Signal) -- Ahead of the second assassination attempt against former President Donald Trump, many influential actors, journalists, and influencers warned that Trump is an ""existential ...",[],https://i0.wp.com/noqreport.com/wp-content/uploads/2024/09/robert-de-niro.jpeg?fit=1000%2C500&ssl=1,-0.3882,464265879,1,noqreport.com,news,"NOQ Report - News, Opinions, and Questions for Conservatives and Christians",eng-9905167
8324775722,eng,True,2024-09-17,10:43:56,2024-09-17T10:43:56Z,2024-09-17T10:43:44Z,news,0.0,https://www.straitstimes.com/world/new-apparent-trump-assassination-attempt-highlights-secret-service-strains,New apparent Trump assassination attempt highlights Secret Service strains,"WASHINGTON - Two months after Donald Trump narrowly survived an assassination attempt, a gunman hid undetected for nearly 12 hours on the edge of the golf course where Trump played on Sunday under the ...",[],https://static1.straitstimes.com.sg/s3fs-public/styles/large30x20/public/articles/2024/09/17/LYNXMPEK8G09H-1.jpg?VersionId=9w5OD5P9rk0JvYIwWYpQxWXLiJF9DL.a,0.0275,464265836,1,straitstimes.com,news,The Straits Times,
8324774901,eng,True,2024-09-17,10:43:40,2024-09-17T10:43:40Z,2024-09-17T10:43:14Z,news,0.0,https://newsinthesun.com/2024/09/17/most-traders-still-believe-in-4-5-rate-cuts-in-2024-as-crypto-awaits-fed-announcement/,"Most Traders Still Believe in 4-5 Rate Cuts in 2024, As Crypto Awaits Fed Announcement","Not everyone agrees. Bitfinex indicates that a 50 bps cut could lead to a long-term correction in Bitcoin's price.

Polymarket traders are nearly certain of a Federal Reserve interest rate cut at the ...","{'uri': ['joshua_hall@newsinthesun.com'], 'name': ['Joshua Hall'], 'type': ['author'], 'isAgency': [False]}",,0.0039,464265820,1,newsinthesun.com,news,newsinthesun.com,
2024-09-487696714,eng,False,2024-09-17,10:42:01,2024-09-17T10:42:01Z,2024-09-17T09:53:23Z,news,0.7333,https://eu.lancastereaglegazette.com/story/news/politics/2024/09/17/how-to-register-to-vote-ohio-national-voter-registration-day/75248158007/,National Voter Registration Day: How to register to vote in Ohio for the 2024 election,"The general election map is set following months of primaries. Now we're in the final stretch of a battle for control of Congress.

Still need to register to vote for the upcoming presidential ...",[],"https://www.gannett-cdn.com/authoring/authoring-images/2024/09/11/NAAS/75176420007-jaworski-paxton-oped.JPG?auto=webp&crop=2999,1687,x0,y0&format=pjpg&width=1200",0.051,464265721,1,lancastereaglegazette.com,news,Lancaster Eagle-Gazette,eng-9903444
8324770654,eng,False,2024-09-17,10:40:28,2024-09-17T10:40:28Z,2024-09-17T10:40:14Z,news,0.6941,https://www.theglobeandmail.com/world/article-trump-assassination-attempt-highlights-secret-service-strains/,Trump assassination attempt highlights Secret Service strains,"Two months after Donald Trump narrowly survived an assassination attempt, a gunman hid undetected for nearly 12 hours on the edge of the golf course where Trump played on Sunday under the protection ...",[],https://www.theglobeandmail.com/resizer/v2/2RNBYKLXFBEA5CB5FU3GZE5AQU.JPG?auth=945c1c68367c272dfd13cc178c880d2856e52416ccebc75c043780c715d88050&width=560&quality=80,0.0275,464265628,1,theglobeandmail.com,news,The Globe and Mail,eng-9909931
2024-09-487694310,eng,False,2024-09-17,10:39:23,2024-09-17T10:39:23Z,2024-09-17T06:04:00Z,news,0.7059,https://www.usnews.com/news/world/articles/2024-09-17/new-apparent-trump-assassination-attempt-highlights-secret-service-strains,New Apparent Trump Assassination Attempt Highlights Secret Service Strains,"Law enforcement personnel continue to investigate the area around Trump International Golf Club, after an apparent assassination attempt on Republican presidential nominee and former U.S. President ...",[],https://www.usnews.com/dims4/USNEWS/8d5ad67/2147483647/thumbnail/970x647/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F6d%2F77dbffe98d9b77eaa3a3b212d5c06e%2Ftag%3Areuters.com%2C2024%3Anewsml_LYNXMPEK8G09H%3A12024-09-17T100453Z_1_LYNXMPEK8G09H_RTROPTP_3_USA-ELECTION-TRUMP.JPG,-0.2706,464265563,1,usnews.com,news,U.S. News & World Report,eng-9909931
8324766344,eng,False,2024-09-17,10:38:11,2024-09-17T10:38:11Z,2024-09-17T10:37:24Z,news,0.8078,https://www.newsweek.com/ivf-senate-vote-harris-trump-embryos-1954906,IVF protections heading for Senate vote,"The U.S. Senate is set to vote Tuesday on a bill aimed at enshrining in vitro fertilization (IVF) as a nationwide right.

The bill is expected to fail again after the law was rejected in June by ...","{'uri': ['lilith_foster_collins@newsweek.com'], 'name': ['Lilith Foster-Collins'], 'type': ['author'], 'isAgency': [False]}",https://d.newsweek.com/en/full/2473085/capitol.webp?w=1600&h=900&q=88&f=4ae6b7430ae7b8121d978fdea9304dcd,0.0353,464265491,1,newsweek.com,news,Newsweek,eng-9908536
2024-09-487687726,eng,False,2024-09-17,10:34:55,2024-09-17T10:34:55Z,2024-09-17T10:04:53Z,news,0.6745,https://www.aol.com/apparent-trump-assassination-attempt-highlights-100453684.html,New apparent Trump assassination attempt highlights Secret Service strains,"New apparent Trump assassination attempt highlights Secret Service strains

Andy Sullivan, Helen Coster, Tim Reid and Richard Cowan

September 17, 2024 at 12:04 PM

By Andy Sullivan, Helen Coster, Tim ...","{'uri': ['richard_cowan@aol.com'], 'name': ['Richard Cowan'], 'type': ['author'], 'isAgency': [False]}",https://media.zenfs.com/en/aol_reuters_29/e0b007658d436226f6d2e98652d662fb,-0.3647,464265295,1,aol.com,news,Aol,eng-9909931
